סמל ועדה,שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,אצ,ב,ג,ד,ום,ז,זך,זנ,זץ,ט,י,יז,ינ,יץ,יק,כן,ך,ל,מחל,מרצ,נז,ני,נף,נץ,נק,נר,עם,פה,ף,צ,ץ,ק,קי,קך,קנ,קץ,רז,שס,ת
5,גדיש,145,283,210,1,209,3,0,0,2,0,0,0,0,0,0,25,0,0,0,0,0,3,0,1,155,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,0
5,גדעונה,442,320,231,1,230,6,1,3,27,0,0,0,0,0,0,39,0,1,0,0,0,13,0,1,98,3,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,7,0
13,גדרה,2550,19693,14264,62,14202,542,49,153,119,1,14,0,0,0,1,2091,0,74,0,1,1,1800,0,314,4365,358,3,1,0,1,3,1,5,3424,3,19,2,7,0,2,0,59,2,783,4
3,גונן,852,360,225,2,223,41,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,24,0,3,13,29,0,0,0,1,1,0,0,90,1,0,0,1,0,0,0,5,0,0,0
6,גורן,755,344,266,1,265,4,0,1,1,0,0,0,0,0,0,42,0,0,0,0,0,12,0,0,155,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,44,0
6,גורנות הגליל,1219,199,126,1,125,2,0,1,1,0,0,0,0,0,0,15,0,2,0,0,0,9,0,6,55,4,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,9,0
5,גזית,457,684,469,0,469,60,1,1,0,1,2,0,0,0,0,7,0,3,0,0,0,64,0,15,12,118,1,0,0,0,0,0,0,173,0,1,0,0,0,0,0,10,0,0,0
12,גזר,370,399,211,0,211,39,1,1,0,0,4,0,0,0,0,4,0,1,0,0,0,25,0,1,18,36,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,1,0,0,1
17,גיאה,706,574,431,1,430,34,2,5,2,0,2,0,0,0,0,37,0,3,0,0,0,65,0,6,88,18,0,0,0,0,0,0,0,159,0,1,0,0,0,0,0,1,0,7,0
13,גיבתון,196,276,216,0,216,31,0,0,1,0,0,0,0,0,0,11,0,2,0,0,0,30,0,7,22,12,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,1,0
2,גיזו,1043,150,119,0,119,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,3,46,11,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,2,0,3,0
20,גילון,1204,937,673,3,670,58,3,10,2,1,0,0,0,0,0,14,0,0,0,0,0,111,0,29,63,33,0,0,0,0,1,0,0,340,0,0,0,0,0,0,0,5,0,0,0
18,גילת,736,1119,869,4,865,12,5,7,5,0,0,0,0,0,0,209,0,9,0,0,0,109,0,3,382,1,0,1,0,0,0,0,0,77,0,2,0,1,0,0,1,1,1,39,0
4,גינוסר,262,557,393,3,390,63,0,1,1,0,1,0,0,0,0,16,0,0,0,0,0,51,0,7,69,20,0,0,0,0,0,0,0,154,0,0,0,0,0,0,1,3,0,3,0
5,גיניגר,92,555,365,4,361,83,0,2,1,1,1,0,0,0,0,7,0,3,0,0,0,61,0,15,25,47,0,0,0,0,0,0,1,114,0,0,0,0,0,0,0,0,0,0,0
12,גינתון,863,646,504,2,502,35,5,1,0,0,1,0,0,0,0,33,0,4,0,0,0,90,0,13,95,14,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,3,0,15,0
6,גיתה,1206,222,145,1,144,19,1,0,1,0,1,0,0,0,0,8,0,0,0,0,0,10,0,15,30,8,0,0,0,0,0,0,0,43,1,1,0,1,0,0,0,2,2,1,0
5,גיתית,3613,253,191,0,191,6,0,17,0,0,0,0,0,0,0,101,0,0,0,0,0,13,0,3,39,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0
17,גלאון,393,480,338,1,337,39,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,49,0,2,8,100,0,0,0,0,0,0,1,128,0,1,0,0,0,0,0,4,0,0,0
2,גלגל,3606,158,94,0,94,5,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,12,0,0,28,5,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,4,0
15,גליל ים,346,362,279,1,278,66,2,4,0,2,3,0,0,0,0,2,0,0,0,0,0,55,0,7,8,21,0,0,0,1,0,0,0,95,0,0,0,1,0,0,0,1,0,10,0
5,גלעד אבן יצחק,369,368,286,0,286,52,1,2,0,1,1,0,0,0,0,9,0,0,0,0,0,44,0,9,6,19,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0
12,גמזו,745,692,544,0,544,9,5,88,9,0,0,0,0,0,0,239,0,0,0,0,0,46,0,1,104,2,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,24,0
13,גן הדרום,1072,344,268,2,266,12,2,0,5,0,0,0,0,0,0,19,0,1,0,0,0,70,0,4,78,5,0,0,0,0,0,0,0,66,0,1,0,0,0,0,0,2,0,1,0
9,גן השומרון,225,642,479,0,479,45,0,4,0,2,3,0,0,0,0,13,0,1,0,0,0,77,0,1,47,51,0,0,0,0,1,0,0,230,0,0,0,0,0,0,0,3,0,1,0
19,גן חיים,239,544,433,3,430,58,1,2,0,0,1,0,0,0,0,11,0,0,0,0,0,77,0,10,27,35,0,0,0,0,0,0,0,201,1,1,0,0,0,0,0,1,0,4,0
10,גן יאשיה,734,678,516,1,515,49,1,17,1,0,1,0,0,0,1,7,0,1,0,0,0,79,0,11,37,46,0,0,0,0,1,0,0,252,1,1,0,0,0,0,0,4,0,4,1
13,גן יבנה,166,17348,12833,50,12783,248,44,98,99,3,7,0,2,1,1,1631,3,70,0,1,1,1543,0,364,4753,131,1,0,1,5,3,0,4,2808,1,38,3,4,1,1,2,36,8,866,1
5,גן נר,1274,2178,1522,7,1515,66,5,20,7,0,1,0,0,0,0,147,0,9,0,0,0,186,1,41,563,32,0,0,0,1,0,0,0,388,0,5,0,0,0,0,1,9,0,33,0
13,גן שורק,311,266,197,1,196,11,2,3,0,0,1,0,0,0,0,9,0,1,0,0,0,46,0,4,39,4,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,1,0
13,גן שלמה,144,413,321,1,320,67,0,3,0,0,1,0,0,0,0,3,0,0,0,0,0,59,0,4,6,29,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,1,0,2,0
9,גן שמואל,72,872,666,1,665,86,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,122,0,3,7,240,0,0,0,0,0,0,0,191,0,0,0,1,0,0,0,9,0,0,0
12,גנות,836,345,271,0,271,26,1,1,1,0,3,0,0,0,0,20,0,5,0,0,0,57,0,6,57,12,0,0,0,0,0,0,0,74,0,1,0,0,0,0,0,2,0,5,0
10,גנות הדר,549,749,545,0,545,19,8,5,2,0,0,0,0,0,0,37,0,0,0,0,0,106,0,8,126,8,0,0,0,0,0,0,0,213,0,0,0,1,0,0,0,0,0,12,0
12,גני הדר,1103,286,226,0,226,32,1,2,0,0,0,0,0,0,0,5,0,1,0,0,0,46,0,7,28,21,0,0,0,0,0,0,0,82,0,1,0,0,0,0,0,0,0,0,0
13,גני טל,1371,455,379,0,379,0,4,50,8,0,0,0,0,0,0,203,0,1,0,0,0,9,0,1,76,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,16,0
13,גני יוחנן,862,520,391,0,391,14,0,1,2,0,0,0,0,0,0,32,0,1,0,0,0,85,0,6,121,10,0,0,0,0,0,1,0,105,0,2,0,0,0,0,0,0,0,11,0
12,גני מודיעין,3823,2046,1538,6,1532,2,1,30,78,0,0,0,0,0,0,491,0,0,1,0,0,15,0,0,187,3,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,2,0,706,0
19,גני עם,218,210,171,1,170,18,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,29,0,4,22,20,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,1,0,0,0
11,גני תקווה,229,16803,12736,32,12704,628,52,122,223,5,19,0,0,0,0,859,2,64,0,0,0,1936,0,356,2586,444,0,1,1,3,4,1,5,4417,2,27,0,2,0,1,2,54,0,886,2
10,געש,842,725,558,3,555,69,1,0,3,0,2,0,0,0,0,10,0,1,0,0,0,63,0,7,30,137,0,0,0,0,0,0,1,219,0,1,0,0,0,0,0,8,0,3,0
6,געתון,463,569,393,0,393,49,1,0,0,0,0,0,0,0,0,10,0,3,0,0,0,92,0,9,33,79,0,0,0,0,1,0,1,111,0,1,0,0,0,0,1,1,0,1,0
2,גפן,39,270,223,0,223,2,1,3,6,0,0,0,0,0,0,45,0,1,0,0,0,3,0,2,106,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,46,0
18,גרופית,1129,292,166,0,166,29,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,15,0,4,22,13,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,1,0,0,0
4,גשור,4022,239,153,0,153,10,2,4,0,0,0,1,0,0,0,11,0,1,0,0,0,19,0,7,19,18,0,0,0,0,0,0,0,57,0,1,0,0,0,0,0,2,0,0,1
4,גשר,305,405,251,1,250,71,1,5,0,0,1,0,0,0,0,4,0,2,0,0,0,38,0,5,16,18,0,0,0,0,0,0,2,86,0,0,0,0,0,0,0,0,0,0,1
6,גשר הזיו,574,1262,813,2,811,81,3,6,1,0,2,0,0,0,0,47,0,2,0,0,0,143,0,18,195,43,0,0,0,0,0,0,1,262,1,0,0,0,0,1,0,2,0,3,0
17,גת קיבוץ,340,624,438,1,437,68,1,5,0,0,1,0,0,0,0,6,0,1,0,0,0,72,0,11,23,66,0,0,0,0,0,0,0,175,0,0,0,1,0,0,0,7,0,0,0
11,גת רימון,128,192,142,0,142,9,0,1,1,0,0,0,0,0,0,7,0,2,0,0,0,26,0,2,28,7,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,3,0,1,0
8,דאלית אלכרמל,494,13249,7297,72,7225,190,3,17,1,66,201,1,0,3,1,11,1,5,1,0,0,3965,1,1141,228,375,4,8,3,4,3,3,87,823,1,12,1,4,2,6,39,5,3,5,1
5,דבורה,146,226,139,0,139,9,2,0,0,0,0,0,0,0,0,8,0,1,0,0,0,46,0,1,30,3,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0
5,דבוריה,489,7492,4223,17,4206,4,0,0,2,1437,1471,0,0,0,0,6,0,0,1,2,0,16,2,2,13,46,0,0,1,0,0,0,1177,6,1,0,5,3,0,3,2,2,1,2,1
18,דבירה,849,686,522,0,522,47,0,6,1,0,1,0,0,0,0,16,0,5,0,0,0,111,0,4,44,86,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,3,0,4,0
5,דברת,407,372,258,0,258,40,2,1,0,0,0,0,0,0,0,5,0,6,0,0,0,52,0,5,27,7,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,4,0
4,דגניה א,62,525,340,2,338,102,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,54,0,7,14,32,0,0,0,0,0,0,0,123,0,1,0,0,0,0,0,0,0,0,0
4,דגניה ב,79,591,403,0,403,81,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,72,0,6,33,33,0,1,0,0,0,0,1,166,0,0,1,0,0,0,0,1,0,1,0
3,דובב,1067,357,247,0,247,1,0,2,6,2,0,0,0,0,0,34,0,0,0,0,0,12,0,0,154,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,33,0
2,דולב,3747,904,695,3,692,2,3,43,0,0,0,0,0,0,0,520,0,0,0,0,0,3,0,1,93,1,0,0,0,0,1,0,0,4,1,2,0,0,0,0,0,0,0,18,0
9,דור,738,286,214,0,214,16,2,1,1,0,0,0,0,0,0,7,0,2,0,0,0,54,0,4,44,5,0,0,0,0,0,0,1,70,0,0,0,0,0,0,0,5,0,2,0
17,דורות,336,575,409,0,409,83,2,1,0,1,2,0,0,0,0,14,0,2,0,0,0,80,0,2,26,37,0,1,0,0,0,0,0,151,0,0,0,0,0,1,0,3,0,3,0
5,דחי,475,546,218,1,217,2,0,0,0,66,74,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,68,3,0,0,0,0,0,0,0,0,0,0,0
20,דייר אלאסד,490,8873,6194,40,6154,10,0,0,0,818,2223,0,0,0,0,3,0,0,0,1,0,8,0,1,32,30,0,0,0,2,0,0,2769,105,0,0,5,0,2,0,0,2,0,142,1
20,דייר חנא,492,7818,5298,21,5277,6,0,0,4,1283,2521,0,1,0,0,1,0,0,0,0,2,13,1,1,46,44,0,0,2,0,1,1,1194,21,0,1,7,0,1,1,1,1,0,123,0
18,דימונה,2200,29297,18625,154,18471,179,30,94,520,2,4,1,0,0,2,2913,1,69,0,0,0,836,2,900,9406,74,2,6,3,1,1,0,41,1121,4,55,2,4,0,4,3,23,5,2156,7
3,דישון,2063,299,207,0,207,7,1,7,0,0,0,0,0,0,0,25,0,0,0,0,0,26,0,3,99,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,28,0
5,דליה,300,690,500,0,500,88,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0,40,0,1,12,151,0,0,0,0,0,0,2,194,1,0,0,0,0,0,0,1,0,2,0
3,דלתון,431,655,531,3,528,0,1,3,6,0,0,0,0,0,0,94,0,0,0,0,0,7,0,1,292,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,118,0
20,דמיידה,1317,352,187,12,175,1,0,0,0,9,41,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,117,0,0,0,1,0,0,0,0,0,0,1,0
3,דן,303,543,394,0,394,50,0,2,0,0,3,0,0,0,0,6,0,0,0,0,0,51,0,9,10,94,0,0,0,0,0,0,0,167,0,1,0,0,0,0,0,1,0,0,0
3,דפנה,302,650,472,0,472,90,1,4,0,0,3,0,0,0,0,12,0,1,0,0,0,70,0,6,42,46,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,5,0,4,0
18,דקל,1241,280,177,1,176,13,0,5,0,1,0,0,0,0,0,14,0,1,0,0,0,33,0,7,43,2,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,3,0,0,0
18,דריגאת,1349,630,430,2,428,0,0,0,5,18,55,0,0,0,0,0,0,0,0,0,0,2,0,0,50,0,0,0,0,0,0,1,287,9,0,0,1,0,0,0,0,0,0,0,0
4,האון,702,157,84,0,84,27,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,1,11,3,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,2,0
9,הבונים,675,315,203,0,203,30,1,0,0,1,1,0,0,0,0,2,0,2,0,0,0,25,0,3,9,22,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,1,0,1,0
3,הגושרים,356,779,549,1,548,94,2,9,0,0,3,0,0,0,0,18,0,2,0,0,0,92,0,2,76,32,0,0,0,0,0,0,0,209,0,1,0,0,0,0,1,2,0,5,0
10,הדר עם,191,545,420,0,420,31,0,0,0,0,1,0,0,0,0,12,0,2,0,0,0,60,0,12,34,48,0,0,0,0,0,0,1,216,0,0,0,0,0,0,0,2,0,1,0
19,הוד השרון,9700,48723,36229,103,36126,2466,148,242,105,6,66,1,0,0,1,1718,10,115,0,2,1,5424,2,1052,6874,2057,1,3,1,1,1,0,28,14613,17,58,0,16,2,2,4,212,1,862,14
17,הודיה,726,535,365,2,363,10,1,0,0,0,0,0,0,0,1,53,0,1,0,0,0,41,0,6,159,3,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,3,0,44,0
18,הוואשלה שבט,1169,1202,632,8,624,0,0,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,605,0,1,0,1,0,0,0,0,2,0,0,0
18,הוזייל שבט,956,1156,403,5,398,1,0,1,0,32,35,0,1,0,0,1,0,1,0,0,0,1,1,1,9,8,0,0,0,0,0,0,303,1,0,0,0,0,0,0,0,1,0,1,0
5,הושעיה,1186,1449,1047,0,1047,16,4,203,4,0,0,0,0,0,0,258,0,0,0,0,0,199,0,7,218,2,0,0,0,0,0,0,0,107,0,2,0,1,0,0,0,5,1,20,0
5,הזורע,250,917,623,1,622,144,2,1,2,0,6,0,0,0,1,6,0,2,0,0,0,56,0,11,12,150,0,0,0,0,1,0,0,221,1,0,0,0,0,0,0,3,0,3,0
4,הזורעים,307,575,447,0,447,3,3,36,3,0,0,0,0,0,0,254,0,1,1,0,0,27,0,1,84,1,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,2,0,16,0
9,החותרים,434,611,460,2,458,97,0,3,1,1,5,0,1,0,0,9,0,0,0,0,0,65,0,8,19,42,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,2,0,1,0
5,היוגב,684,618,501,1,500,53,2,5,0,0,1,0,0,0,0,13,1,1,0,0,0,93,0,10,31,23,0,0,0,0,0,0,0,256,0,1,0,0,0,0,0,6,0,4,0
6,הילה,1208,509,330,0,330,37,1,3,0,0,1,0,0,0,0,8,0,1,0,0,0,48,0,0,27,33,0,0,0,0,0,0,0,166,0,1,0,0,0,0,0,4,0,0,0
10,המעפיל,377,651,483,0,483,77,2,4,3,1,1,0,0,0,0,3,0,2,0,0,0,74,0,2,15,103,0,0,0,0,0,0,1,193,0,0,0,0,0,0,0,2,0,0,0
5,הסוללים,677,760,557,0,557,68,2,0,1,0,3,0,0,0,0,16,0,0,0,0,0,105,0,7,57,39,0,0,0,0,0,0,0,251,0,0,0,1,0,0,0,3,0,4,0
10,העוגן,423,647,457,0,457,73,0,2,0,1,4,0,0,0,0,7,0,4,0,0,0,52,0,5,15,115,0,0,0,0,0,0,1,169,0,0,0,0,0,0,0,8,0,1,0
2,הר אדר,3769,3177,2361,6,2355,166,7,35,4,0,6,0,0,0,0,151,1,6,0,0,2,406,0,74,508,161,0,2,0,0,1,1,2,784,2,1,2,0,0,0,0,11,1,21,0
2,הר גילה,3603,1059,779,1,778,27,2,13,0,1,0,0,0,0,1,152,0,7,0,0,1,78,0,30,310,7,0,0,0,0,1,0,0,96,0,0,0,0,0,0,0,6,0,45,1
18,הר עמשא,1261,130,90,0,90,12,0,1,4,0,0,0,0,0,0,3,0,0,0,0,2,10,0,3,7,10,0,0,0,0,0,0,0,31,0,1,0,0,0,0,0,6,0,0,0
2,הראל,464,236,127,0,127,30,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,12,0,0,6,27,0,0,0,0,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0
20,הרדוף,1249,450,309,1,308,44,2,1,0,1,9,0,0,0,0,3,1,2,0,0,0,13,0,3,4,127,0,0,0,0,0,0,4,78,0,1,0,0,0,0,0,15,0,0,0
15,הרצליה,6400,88932,58374,208,58166,3351,276,455,465,30,113,2,0,2,2,3232,15,172,0,2,4,8176,1,2008,12365,3336,2,18,3,6,10,4,53,21644,15,91,2,14,0,10,13,214,3,2050,7
20,הררית,1203,423,312,1,311,53,0,1,1,9,0,0,0,0,0,0,1,0,0,0,0,17,0,5,7,50,0,0,0,0,0,0,3,125,1,0,0,0,0,0,0,36,0,1,1
2,ורד יריחו,3639,267,199,0,199,4,0,4,1,0,0,0,0,0,0,47,1,0,0,0,0,22,0,2,75,0,0,0,0,0,0,0,0,33,0,1,0,0,0,0,0,3,0,6,0
17,ורדון,1133,214,156,0,156,6,0,1,6,0,1,0,0,0,0,15,0,0,0,0,0,31,0,0,53,8,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,12,0
17,זבדיאל,815,447,391,0,391,1,0,4,19,0,0,0,0,0,0,79,0,2,0,0,0,3,0,0,162,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,116,0
17,זוהר,44,253,186,0,186,0,0,0,4,0,0,1,0,0,0,21,0,0,0,0,0,20,0,4,97,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,30,0
17,זיקים,584,757,514,5,509,46,1,3,0,0,2,0,0,0,0,26,0,8,0,0,0,79,0,10,75,92,0,0,0,0,0,0,4,158,0,0,0,0,0,0,0,3,0,2,0
12,זיתן,788,818,674,1,673,6,0,4,2,0,0,0,0,0,0,106,0,0,0,0,0,50,0,5,373,3,0,1,0,0,0,0,0,33,0,0,0,0,0,0,0,5,0,85,0
9,זכרון יעקב,9300,17889,12740,32,12708,741,30,216,615,2,36,0,0,0,0,747,2,25,0,0,0,1744,0,330,2143,762,0,4,0,0,1,0,20,4337,3,17,1,3,0,3,2,74,2,844,4
2,זכריה,799,767,626,4,622,3,1,2,3,0,0,0,0,0,0,102,0,1,0,0,0,30,0,2,384,1,0,0,0,1,0,0,0,37,0,0,0,0,0,0,0,0,0,55,0
10,זמר,1290,5038,2845,27,2818,3,3,0,2,1561,442,0,0,0,0,0,0,1,0,0,0,3,0,1,9,24,0,1,0,2,0,0,746,9,0,1,5,2,0,1,0,1,0,0,1
18,זמרת,1065,400,355,0,355,0,0,6,5,0,0,0,0,0,0,103,0,0,0,0,0,13,0,0,172,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,52,0
2,זנוח,816,407,305,0,305,1,0,4,7,0,0,0,0,0,0,48,0,2,0,0,0,18,0,0,154,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,60,0
18,זרועה,2064,336,251,0,251,3,0,0,2,0,0,0,0,0,0,44,0,0,0,0,0,9,0,3,137,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,40,0
5,זרזיר,975,5760,2557,19,2538,23,0,0,0,118,105,0,0,1,0,1,0,1,0,0,1,211,0,0,99,47,1,0,1,0,0,0,1881,37,1,0,1,0,0,0,3,1,0,4,1
17,זרחיה,818,519,449,0,449,1,0,7,8,0,0,0,0,0,0,114,0,0,0,0,0,3,0,0,170,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,141,0
8,חואלד,1321,552,260,2,258,2,0,0,0,20,39,0,0,1,0,1,0,0,0,0,0,17,0,1,11,1,0,1,0,1,0,0,157,2,0,0,0,0,1,0,0,1,0,2,0
10,חבצלת השרון,235,340,209,0,209,17,0,2,0,1,0,0,0,0,0,23,0,0,0,0,0,33,0,2,32,23,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,5,0
5,חבר,1110,501,362,1,361,10,3,1,0,0,0,0,0,0,0,50,0,0,0,0,0,45,0,13,158,2,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,2,0,31,0
2,חברון,3400,338,215,0,215,0,0,7,2,0,0,0,0,0,0,190,0,0,0,0,0,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
19,חגור,717,729,580,1,579,43,1,3,3,0,1,0,0,0,0,49,0,4,0,0,0,80,0,8,121,21,0,1,0,0,0,0,1,226,0,1,0,0,0,0,0,4,0,12,0
2,חגי,3764,384,280,0,280,0,0,12,1,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,חגלה,205,554,412,1,411,77,1,4,1,0,2,0,0,0,0,10,0,0,0,0,0,63,0,6,23,42,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,4,0,0,0
4,חדנס,4026,724,416,0,416,8,1,9,2,0,0,0,0,0,0,45,0,2,0,0,2,60,0,6,126,8,0,0,0,0,1,0,0,137,0,0,0,1,0,0,0,4,0,4,0
12,חדיד,618,650,507,1,506,6,1,15,10,0,1,0,0,0,0,120,0,3,0,0,0,28,0,2,213,5,0,0,0,0,0,0,0,53,0,1,0,0,0,1,0,1,0,46,0
9,חדרה,6500,80141,50287,313,49974,1278,151,347,567,39,95,4,4,3,2,5194,20,253,4,3,8,4646,40,3320,19073,768,3,18,2,15,9,3,65,9258,15,120,4,23,4,11,11,168,23,4390,13
12,חולדה,160,712,552,0,552,57,1,2,1,0,0,0,0,0,0,26,0,3,0,0,0,85,0,11,62,44,0,0,0,0,1,0,0,253,0,0,0,1,0,0,0,4,0,1,0
16,חולון,6600,159831,102424,613,101811,2890,338,693,849,22,61,3,8,3,4,10380,33,463,3,10,6,11844,27,4735,35294,1583,9,28,9,25,16,7,49,20947,30,236,8,34,9,33,33,320,19,10719,31
18,חולית,1239,141,93,1,92,19,1,0,0,0,1,0,0,0,0,8,0,0,0,0,0,23,0,4,6,6,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0
3,חולתה,253,482,349,0,349,88,2,5,0,0,2,0,0,0,0,22,0,0,0,0,0,42,0,4,19,32,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,11,0,1,0
6,חוסן,662,789,558,4,554,8,1,8,4,0,0,0,0,0,0,76,0,2,0,0,0,51,0,14,280,6,0,0,0,1,0,0,0,54,0,1,0,0,0,0,0,1,0,47,0
20,חוסנייה,1332,607,330,9,321,2,0,0,0,48,69,1,0,0,0,0,0,0,0,0,0,3,0,0,5,1,0,0,0,0,1,0,188,1,0,0,0,0,0,1,0,0,0,1,0
10,חופית,115,788,574,6,568,57,2,6,1,1,2,0,0,0,0,3,0,1,0,0,0,80,0,17,42,69,0,0,0,0,0,0,2,279,0,0,0,1,0,0,0,5,0,0,0
4,חוקוק,374,495,331,2,329,70,1,0,0,0,6,0,0,0,0,10,0,1,0,0,0,58,0,8,14,31,0,0,0,0,1,0,0,115,0,1,0,0,0,0,1,10,0,2,0
18,חורה,1303,9346,4583,63,4520,21,1,0,1,101,1771,0,1,0,0,4,2,1,1,0,1,0,4,1,65,23,1,0,0,0,1,0,2478,14,2,2,2,0,1,1,0,3,2,12,3
6,חורפיש,496,4836,2586,9,2577,67,0,6,0,11,67,2,0,1,1,2,2,4,0,0,0,1379,0,379,94,265,0,0,1,0,1,2,24,169,0,3,0,6,0,0,21,1,0,69,0
19,חורשים,355,307,208,0,208,26,0,1,0,1,1,0,0,0,0,16,0,1,0,0,0,27,0,4,28,38,0,0,0,0,0,0,2,60,0,0,0,0,0,0,0,3,0,0,0
3,חזון,1047,255,221,2,219,2,0,0,7,0,0,0,0,0,0,38,0,0,0,0,0,8,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1
10,חיבת ציון,219,536,425,0,425,38,2,11,4,0,0,0,0,0,0,43,0,0,0,0,0,83,0,6,45,25,0,0,0,0,0,0,0,161,0,0,0,2,0,0,0,1,0,4,0
9,חיננית,3643,902,685,3,682,6,3,23,1,0,0,0,0,0,0,374,0,3,0,0,0,21,0,41,164,1,0,1,0,0,0,0,1,23,1,0,0,0,0,0,0,1,0,18,0
7,חיפה,4000,253292,140649,886,139763,6654,486,1244,5258,3912,7974,10,4,2,10,8792,44,404,15,10,10,14167,52,11364,29260,6417,25,60,17,32,31,12,1147,36778,62,180,38,58,13,48,38,604,56,4425,50
10,חירות,162,963,747,0,747,149,1,5,0,0,2,0,0,0,0,8,1,1,0,0,0,113,0,7,29,59,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,7,0,3,0
6,חלוץ,1272,454,296,0,296,41,0,1,0,0,1,0,0,0,0,5,0,2,0,0,0,32,0,6,19,56,0,0,0,1,1,0,0,118,0,0,0,1,0,0,0,10,0,2,0
17,חלץ,820,367,270,2,268,2,0,4,0,0,0,0,0,0,0,34,0,4,0,0,0,21,0,1,152,1,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,36,0
4,חמאם,993,1230,596,4,592,5,0,0,1,43,79,0,0,0,0,0,0,0,2,0,0,1,0,0,17,10,0,0,0,0,1,0,427,1,0,0,1,0,0,1,1,1,1,0,0
