סמל ועדה,שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,ינ,יף,יק,יר,כ,כן,ל,מחל,נ,נז,ני,נץ,נק,פה,ףז,ץ,ק,קי,קך,קץ,שס,
3,דן,303,526,380,1,379,127,0,2,0,0,0,7,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,229,0,0,0,0,0,0,0,
3,דפנה,302,581,448,1,447,118,0,2,0,0,0,5,0,0,0,0,0,0,0,0,5,41,0,0,0,0,0,275,0,0,0,0,0,0,1,
18,דקל,1241,270,183,1,182,22,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,57,0,0,0,2,0,84,0,0,0,0,0,0,0,
18,דריגאת,1349,555,424,1,423,8,0,383,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,0,0,0,0,0,0,1,
4,האון,702,154,87,1,86,20,2,0,1,0,0,2,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,40,0,0,0,0,0,0,4,
9,הבונים,675,300,205,0,205,43,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,141,0,0,0,0,0,0,0,
3,הגושרים,356,651,459,4,455,89,0,4,0,0,0,6,0,0,0,0,0,0,0,0,7,60,0,0,0,1,0,284,0,0,0,0,0,0,4,
10,הדר עם,191,516,413,1,412,60,0,6,0,0,0,4,0,0,0,0,0,0,0,0,13,45,0,0,0,4,0,279,0,0,0,0,0,0,1,
19,הוד השרון,9700,46218,34935,101,34834,3394,160,103,25,0,0,838,1,1,0,2,1,0,2,3,1070,8225,28,5,2,56,3,20012,4,1,6,2,0,2,888,
17,הודיה,726,498,322,3,319,21,1,0,1,0,0,9,0,0,0,0,0,0,0,0,3,182,0,1,0,4,0,59,0,0,0,0,0,0,38,
18,הוואשלה שבט,1169,1074,581,3,578,1,0,539,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,26,1,0,2,1,1,2,1,
18,הוזייל שבט,956,1113,462,4,458,49,1,396,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,6,0,1,0,0,1,0,0,
5,הושעיה,1186,1374,1042,1,1041,28,6,0,1,0,0,532,0,0,0,0,0,0,0,0,1,239,1,0,0,5,0,211,2,0,0,0,0,0,15,
5,הזורע,250,906,611,1,610,241,0,4,0,0,0,10,0,0,0,0,0,0,0,0,8,15,0,1,0,1,0,325,0,0,0,0,0,1,4,
4,הזורעים,307,515,425,1,424,3,12,0,1,0,0,218,0,0,0,0,0,0,0,0,4,141,0,0,0,10,0,17,0,0,0,0,0,0,18,
9,החותרים,434,590,457,0,457,114,3,2,0,0,0,4,0,0,0,0,0,0,0,0,9,25,1,0,0,1,0,296,1,0,0,0,0,0,1,
5,היוגב,684,565,436,1,435,46,0,4,1,0,0,8,0,0,0,0,0,0,0,0,14,23,0,0,0,2,0,333,0,0,0,0,0,0,4,
6,הילה,1208,487,333,1,332,85,1,8,0,0,0,8,0,0,0,0,0,0,0,0,2,38,1,0,0,1,0,185,0,0,0,0,0,0,3,
10,המעפיל,377,636,494,0,494,153,0,5,1,0,0,7,0,0,0,0,0,0,0,0,4,26,0,0,0,0,0,294,0,0,0,0,0,0,4,
5,הסוללים,677,718,535,0,535,94,3,1,0,0,0,10,0,0,0,0,0,0,0,0,10,59,0,0,0,4,0,347,0,0,0,0,0,0,7,
10,העוגן,423,619,461,2,459,160,1,8,0,0,0,5,0,1,0,0,0,0,0,0,7,15,0,0,1,0,0,260,0,0,0,0,0,0,1,
2,הר אדר,3769,3037,2311,3,2308,263,5,12,0,0,0,96,0,0,0,0,3,0,1,0,72,584,1,0,0,7,0,1238,2,0,0,0,0,1,23,
2,הר גילה,3603,1002,775,1,774,44,3,2,0,0,0,56,0,0,0,0,0,0,0,0,44,384,0,0,0,5,0,187,1,0,0,0,1,0,47,
18,הר עמשא,1261,115,82,0,82,25,0,1,0,0,0,6,0,1,0,0,2,0,0,0,4,11,0,0,0,0,1,31,0,0,0,0,0,0,0,
2,הראל,464,220,120,0,120,45,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,63,0,0,0,0,0,0,0,
6,הרדוף,1249,405,314,0,314,155,1,17,0,0,0,2,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,130,0,0,0,0,0,1,0,
15,הרצליה,6400,82906,55010,177,54833,4796,675,235,58,3,0,1548,1,1,1,3,2,6,7,6,2301,14894,43,9,2,116,2,28206,12,4,5,3,3,13,1878,
6,הררית,1203,353,267,3,264,82,0,11,0,0,0,3,0,0,0,0,0,0,1,0,1,16,2,0,0,0,0,146,0,0,0,0,1,0,1,
2,ורד יריחו,3639,238,189,2,187,10,1,0,0,0,0,12,0,0,0,0,0,0,0,0,5,105,0,0,0,2,0,47,1,0,0,0,0,0,4,
17,ורדון,1133,222,172,0,172,20,4,3,0,0,0,8,0,0,0,0,0,0,0,0,6,67,0,0,0,0,0,48,0,0,0,0,0,0,16,
17,זבדיאל,815,415,353,0,353,1,18,0,0,0,0,11,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,10,0,0,0,0,0,0,95,
17,זוהר,44,264,203,0,203,5,6,0,0,0,0,11,0,0,0,0,0,0,0,0,5,129,0,0,0,1,0,24,0,0,0,0,0,0,22,
17,זיקים,584,717,492,3,489,129,0,3,0,0,0,13,0,0,0,0,0,0,0,0,11,79,0,0,0,2,0,249,0,0,0,0,0,0,3,
12,זיתן,788,817,694,1,693,15,6,0,0,0,0,14,0,0,0,0,0,0,0,1,6,469,1,0,0,4,0,81,0,0,0,0,0,0,96,
9,זכרון יעקב,9300,16895,12172,38,12134,1176,618,59,6,2,0,618,0,1,0,0,0,0,1,1,292,2586,14,0,0,28,0,5955,3,0,2,0,1,0,771,
2,זכריה,799,764,588,1,587,9,0,0,1,0,0,14,0,0,0,0,0,0,0,0,5,432,0,0,0,2,0,63,0,0,0,0,0,0,61,
10,זמר,1290,4720,3236,27,3209,17,1,3146,0,0,0,2,3,1,4,0,1,0,0,0,1,6,0,1,0,2,2,14,1,1,0,1,0,0,5,
18,זמרת,1065,370,342,0,342,5,15,0,0,0,0,56,0,0,0,0,0,0,0,0,3,208,0,0,0,6,0,14,0,0,0,0,0,0,35,
2,זנוח,816,398,289,1,288,4,2,1,0,0,0,12,0,0,0,0,0,0,0,0,4,196,0,0,0,6,0,14,0,0,0,0,0,0,49,
18,זרועה,2064,305,229,0,229,3,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,151,0,0,0,4,0,20,0,0,0,0,0,0,35,
5,זרזיר,975,5365,2863,21,2842,264,3,1902,0,1,0,4,0,2,7,3,4,1,1,4,13,114,1,2,1,1,6,486,1,4,4,2,4,4,3,
17,זרחיה,818,488,419,1,418,2,8,0,0,0,0,43,0,0,0,0,0,0,0,0,1,235,0,0,0,5,0,5,0,0,0,0,0,0,119,
8,חואלד,1321,500,273,3,270,6,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,1,1,0,0,1,
10,חבצלת השרון,235,344,224,0,224,24,0,0,1,0,0,5,0,0,0,0,0,0,0,0,5,47,0,0,0,1,0,124,0,0,0,0,0,0,17,
5,חבר,1110,362,259,0,259,8,1,0,0,0,0,7,0,0,0,0,0,0,0,0,14,147,1,0,0,3,0,59,1,0,0,0,0,0,18,
2,חברון,3400,297,216,1,215,0,21,0,0,0,0,98,0,0,0,0,0,0,0,0,1,45,0,0,0,39,0,2,0,0,0,0,0,2,7,
19,חגור,717,724,576,2,574,49,2,1,1,0,0,26,0,0,0,0,0,0,0,0,9,149,0,0,0,2,0,321,0,0,0,0,0,0,14,
2,חגי,3764,335,262,0,262,0,16,0,0,0,0,179,0,0,0,0,0,0,0,0,0,57,0,0,0,8,0,0,0,0,0,0,0,0,2,
10,חגלה,205,503,398,0,398,82,0,3,0,0,0,6,0,0,0,0,0,0,0,0,6,40,0,0,0,0,0,260,0,0,0,0,0,0,1,
4,חדנס,4026,642,381,1,380,18,2,0,1,0,0,17,0,0,0,0,0,0,0,0,11,130,1,0,0,0,0,198,0,0,1,0,0,0,1,
12,חדיד,618,600,486,0,486,11,16,1,0,0,0,22,0,0,0,0,0,0,0,0,3,295,1,0,0,7,0,77,0,0,0,0,0,0,53,
9,חדרה,6500,76558,48251,297,47954,1887,667,214,36,5,0,1498,1,3,1,2,3,1,7,15,4648,21607,36,7,3,180,4,13046,11,9,13,8,5,26,4011,
12,חולדה,160,657,536,1,535,102,1,1,0,0,0,13,0,0,0,0,0,0,0,0,9,79,0,0,0,1,0,328,0,0,0,0,0,0,1,
16,חולון,6600,158891,101584,518,101066,4606,894,163,92,1,0,2914,19,4,3,1,2,9,9,25,7081,42980,85,23,7,364,9,31303,36,13,23,11,13,31,10345,
18,חולית,1239,133,96,0,96,27,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,45,0,0,0,0,0,0,0,
3,חולתה,253,458,335,1,334,90,3,1,0,0,0,16,0,0,0,0,0,0,0,0,5,26,1,0,0,4,0,188,0,0,0,0,0,0,0,
6,חוסן,662,733,535,4,531,22,1,2,0,0,0,19,0,0,0,0,0,0,0,0,23,322,1,0,0,3,0,99,0,0,0,0,0,0,39,
6,חוסנייה,1332,552,338,1,337,9,0,308,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,1,0,
10,חופית,115,735,522,2,520,70,1,5,0,0,0,12,0,0,0,0,0,0,0,0,8,48,0,0,0,1,0,375,0,0,0,0,0,0,0,
4,חוקוק,374,464,302,0,302,100,0,5,0,1,0,5,0,0,0,0,0,0,0,0,12,22,0,0,0,1,0,153,1,0,1,0,0,0,1,
18,חורה,1303,8100,4168,67,4101,50,1,3757,1,0,0,2,0,0,6,1,1,2,2,2,7,178,0,6,2,1,2,68,0,0,3,2,4,0,3,
6,חורפיש,496,4571,2374,10,2364,166,1,274,0,0,0,29,0,0,1,2,0,0,1,3,431,157,1,0,1,7,0,1215,1,0,0,0,0,1,73,
19,חורשים,355,296,196,0,196,67,0,2,0,0,0,3,0,0,0,0,0,0,0,0,4,32,0,0,0,0,0,88,0,0,0,0,0,0,0,
3,חזון,1047,257,227,0,227,2,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,155,0,0,0,3,0,12,0,0,0,0,0,0,33,
10,חיבת ציון,219,449,359,0,359,44,7,1,1,0,0,49,0,0,0,0,0,0,0,0,4,43,1,0,0,2,0,204,0,0,0,0,0,0,3,
9,חיננית,3643,810,630,2,628,5,8,0,1,0,0,272,0,0,0,0,0,1,0,0,83,199,0,0,0,11,0,28,0,0,0,0,1,0,19,
7,חיפה,4000,249627,145488,863,144625,10395,5604,14915,154,10,0,5020,22,13,10,11,21,11,11,41,14893,38464,94,24,13,357,17,50081,46,35,51,17,19,58,4218,
10,חירות,162,926,751,0,751,141,0,5,0,0,0,15,0,0,0,0,0,0,0,0,18,34,0,0,0,0,0,536,0,0,1,0,0,0,1,
6,חלוץ,1272,415,271,1,270,88,0,4,0,0,0,4,0,0,0,0,0,0,0,0,2,18,1,0,0,0,0,152,0,0,0,0,0,0,1,
17,חלץ,820,354,259,1,258,8,1,1,0,0,0,18,0,0,0,0,0,0,0,0,3,167,0,0,0,4,0,26,0,0,0,0,0,0,30,
4,חמאם,993,1165,655,7,648,36,1,555,0,0,0,1,1,0,1,0,0,0,0,0,1,3,0,0,1,1,1,42,1,0,1,0,0,0,2,
12,חמד,801,570,478,2,476,6,25,0,0,0,0,215,0,0,0,0,0,0,0,0,2,132,0,0,0,4,0,58,0,0,0,0,0,0,34,
5,חמדיה,343,307,212,0,212,53,0,0,1,0,0,11,0,0,0,0,0,0,0,0,3,39,0,0,0,0,0,105,0,0,0,0,0,0,0,
5,חמדת,3646,119,94,0,94,0,1,0,0,0,0,58,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,1,0,0,0,0,0,0,3,
5,חמרה,3609,131,87,0,87,6,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,41,0,0,0,0,0,33,0,0,0,0,0,0,0,
10,חניאל,807,657,468,2,466,53,1,3,0,0,0,5,0,0,0,0,0,0,0,0,8,64,0,0,0,0,0,331,1,0,0,0,0,0,0,
6,חניתה,280,719,451,0,451,140,0,7,0,0,0,7,0,0,0,0,0,0,0,0,8,47,1,0,0,0,0,241,0,0,0,0,0,0,0,
5,חנתון,1257,532,402,0,402,73,2,10,1,0,0,18,0,0,0,0,0,0,0,0,5,73,0,0,0,2,0,217,0,0,0,0,0,0,1,
4,חספין,4005,818,621,1,620,1,26,0,0,0,0,431,0,0,0,0,0,0,0,0,0,125,0,0,0,8,0,11,0,0,0,0,0,0,18,
13,חפץ חיים,363,335,286,0,286,1,12,0,0,0,0,166,0,0,0,0,0,0,0,0,3,86,0,0,0,4,0,6,0,0,0,0,0,0,8,
5,חפציבה,90,569,417,4,413,85,0,3,0,0,0,13,0,0,0,0,0,0,0,0,1,75,1,0,0,1,0,228,0,0,0,0,0,0,6,
17,חצב,700,857,661,3,658,34,3,0,0,0,0,28,0,0,0,0,0,0,0,0,14,338,0,0,0,5,0,202,0,0,0,0,0,0,34,
18,חצבה,13,519,396,5,391,45,1,0,0,0,0,25,0,0,0,0,0,1,0,0,12,30,1,0,0,1,0,274,0,0,0,0,0,0,1,
3,חצור הגלילית,2034,7107,5035,20,5015,67,763,4,4,0,0,226,0,0,0,0,1,0,1,0,253,2637,2,0,0,28,0,337,0,0,0,0,0,1,691,
17,חצוראשדוד,406,674,484,1,483,173,6,0,0,0,0,2,0,0,0,0,0,0,0,0,10,16,1,0,0,0,0,273,0,0,0,0,0,0,2,
18,חצרים,397,820,602,3,599,152,0,5,1,0,0,1,0,0,0,0,0,0,0,0,10,22,1,0,0,0,0,404,2,0,0,0,0,0,1,
10,חרב לאת,422,547,414,1,413,39,0,0,0,0,0,21,0,0,0,0,0,0,0,0,7,92,1,0,0,0,0,248,0,0,0,0,0,0,5,
10,חרוצים,1024,565,437,3,434,44,3,2,0,0,0,12,0,0,0,0,0,0,0,0,6,138,0,0,0,1,1,209,1,0,0,0,0,0,17,
9,חריש,1247,7109,5160,25,5135,175,159,68,9,0,0,768,1,0,0,0,0,0,1,1,324,1669,8,2,0,64,0,1121,1,0,0,1,2,3,758,
9,חרמש,3717,207,132,0,132,3,0,0,2,0,0,12,0,0,0,0,0,0,0,0,19,60,0,0,0,6,0,28,0,0,0,0,0,0,2,
6,חרשים,1209,219,166,0,166,84,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,58,0,0,0,0,0,0,1,
12,חשמונאים,3770,2301,1723,4,1719,8,50,0,2,0,0,821,0,0,0,0,0,0,1,0,8,619,6,0,0,38,0,56,0,0,0,0,0,0,110,
4,טבריה,6700,35061,21251,103,21148,336,1517,44,7,2,0,561,4,0,0,0,0,2,1,2,1575,10785,6,2,4,133,1,2247,3,2,5,0,1,9,3899,
3,טובאזנגריה,962,4473,2318,14,2304,42,0,1964,1,0,0,8,0,0,0,0,1,0,0,1,0,28,0,1,1,2,0,232,2,2,1,2,4,3,9,
5,טורעאן,498,9475,6057,28,6029,30,0,5730,1,0,0,1,0,2,4,2,0,2,2,3,22,24,0,3,1,3,0,53,1,1,1,2,1,1,139,
10,טייבה,2730,28357,20117,126,19991,123,3,19652,0,1,0,6,0,1,12,0,0,0,1,0,2,29,3,0,2,3,8,96,2,4,5,3,5,10,20,
5,טייבה בעמק,497,1230,703,1,702,33,0,656,0,0,0,2,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,1,0,0,0,0,
10,טירה,2720,18238,13218,65,13153,181,18,12708,1,0,0,7,0,0,9,0,2,0,1,3,0,23,1,1,1,2,2,176,1,0,1,0,3,5,7,
11,טירת יהודה,663,788,640,2,638,10,14,0,0,0,0,244,0,0,0,0,0,0,0,0,1,271,1,0,0,2,0,34,1,0,0,0,0,0,60,
8,טירת כרמל,2100,18822,12494,68,12426,275,78,18,15,0,0,370,0,0,3,1,0,1,0,2,700,7409,5,6,3,62,1,2059,4,2,5,2,1,14,1390,
5,טירת צבי,268,516,403,3,400,21,4,0,0,0,0,193,0,0,0,0,0,0,0,0,0,85,1,0,0,1,0,93,0,0,0,0,1,0,1,
2,טל שחר,462,783,616,2,614,105,1,8,1,0,0,13,0,0,0,0,0,1,0,0,16,91,1,0,0,0,0,368,1,1,0,0,0,0,7,
6,טלאל,1181,934,696,1,695,55,3,2,1,0,0,32,0,0,0,0,0,0,0,1,44,166,1,0,0,6,0,379,0,0,0,0,0,0,5,
18,טללים,1177,330,234,1,233,38,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,49,0,0,0,0,0,123,0,0,0,0,0,0,2,
2,טלמון,3788,2143,1778,3,1775,0,146,0,0,0,0,1251,0,0,0,0,0,0,0,0,2,294,0,0,0,47,0,2,0,0,0,0,0,0,33,
6,טמרה,8900,22876,18354,37,18317,53,16,17976,0,1,0,7,0,3,14,2,1,2,0,0,0,65,1,1,1,1,6,44,0,2,3,2,2,3,111,
5,טמרה יזרעאל,547,1042,723,4,719,4,0,692,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,17,0,1,1,0,0,0,0,
18,טנא,3743,512,386,2,384,12,10,0,0,0,0,144,0,0,0,0,0,0,0,0,16,111,2,0,0,8,0,71,0,0,0,0,0,0,10,
4,טפחות,1214,246,203,0,203,1,2,0,0,0,0,83,0,0,0,0,0,0,0,0,1,94,0,0,0,0,0,3,0,0,0,0,0,0,19,
6,יאנוחגת,1295,4569,2613,21,2592,51,3,97,0,0,0,19,1,0,1,0,0,0,0,1,472,841,0,0,0,0,1,1009,0,0,0,0,1,0,95,
18,יבול,1232,204,157,0,157,27,1,0,0,0,0,17,0,0,0,0,0,0,0,0,4,24,0,0,0,3,0,80,0,0,0,0,0,0,1,
4,יבנאל,46,2497,1734,7,1727,35,70,3,0,0,0,51,0,0,0,0,0,0,0,0,19,457,1,0,0,29,0,307,0,1,0,0,0,0,754,
13,יבנה,2660,33555,25148,129,25019,819,252,23,20,2,0,1078,3,1,2,0,0,0,1,6,1077,11421,14,1,0,132,2,7418,5,0,4,1,0,4,2733,
8,יגור,96,1353,922,1,921,257,0,3,1,0,0,8,0,0,0,0,0,0,2,0,15,45,1,0,0,0,0,587,0,0,0,0,0,0,2,
12,יגל,798,616,494,1,493,21,10,0,0,0,0,10,0,0,0,0,0,1,0,0,4,329,0,0,0,0,0,60,1,0,0,0,0,0,57,
13,יד בנימין,577,2163,1749,5,1744,3,336,0,2,0,0,779,0,0,0,0,0,0,0,0,0,352,0,0,0,48,0,24,1,0,0,0,0,0,199,
2,יד השמונה,1134,161,114,0,114,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,19,37,0,0,0,0,0,48,0,0,0,0,0,0,0,
10,יד חנה,758,577,457,0,457,58,0,7,1,0,0,4,0,0,0,0,0,0,0,0,16,84,0,0,0,1,0,284,0,0,0,0,0,0,2,
17,יד מרדכי,358,678,476,1,475,151,2,3,2,0,0,5,1,0,0,0,0,0,0,0,9,29,0,0,0,0,0,272,0,0,0,0,0,0,1,
17,יד נתן,775,423,323,0,323,21,1,1,0,0,0,7,0,0,0,0,0,0,0,0,8,57,1,0,0,1,0,220,0,0,0,0,0,0,6,
12,יד רמבם,64,853,660,1,659,22,7,0,0,0,0,27,0,0,0,0,0,0,0,0,5,447,1,0,0,1,0,82,0,0,0,0,0,0,67,
11,יהודמונוסון,9400,23179,16902,77,16825,1001,140,32,13,0,0,554,3,0,0,0,1,1,3,2,505,6716,6,0,0,91,2,6995,1,1,1,1,1,5,750,
18,יהל,1158,217,121,1,120,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,5,64,0,0,0,0,0,0,0,
3,יובל,2009,436,315,0,315,36,0,0,1,0,0,21,0,0,0,0,0,0,0,0,1,109,0,0,0,2,1,126,0,0,0,0,0,0,18,
6,יובלים,1226,991,754,1,753,172,1,4,2,0,0,17,0,0,0,0,0,0,0,0,17,40,2,0,0,1,0,497,0,0,0,0,0,0,0,
6,יודפת,1112,611,488,1,487,175,0,11,0,0,0,9,0,0,0,0,0,0,0,0,5,15,1,0,0,0,0,269,0,1,0,0,0,0,1,
4,יונתן,4007,388,308,5,303,4,5,1,2,0,0,183,0,0,0,0,0,0,0,0,2,77,1,0,0,3,0,23,0,0,0,0,0,0,2,
18,יושיביה,803,337,272,1,271,3,9,0,0,0,0,24,0,0,0,0,0,0,0,0,1,135,0,0,0,1,0,0,0,0,0,0,0,0,98,
5,יזרעאל,452,562,340,1,339,104,0,2,0,0,0,1,0,0,0,0,0,0,0,0,11,10,2,0,0,0,0,209,0,0,0,0,0,0,0,
6,יחיעם,409,563,391,3,388,111,0,1,0,0,0,4,0,0,0,0,0,0,0,0,12,61,0,0,0,0,0,198,0,0,0,0,0,0,1,
18,יטבתה,866,683,436,0,436,162,0,5,0,0,0,6,0,0,0,0,0,0,0,0,14,20,0,0,0,1,0,226,0,0,0,0,0,0,2,
2,ייטב,3607,205,160,1,159,2,5,0,3,0,0,64,0,0,0,0,0,0,0,0,8,71,2,0,0,1,0,2,0,0,0,0,0,0,1,
17,יכיני,811,473,383,0,383,17,1,0,0,0,0,22,0,0,0,0,0,0,0,0,2,269,0,0,0,5,0,29,0,0,0,0,0,0,38,
10,ינוב,753,621,463,0,463,43,14,2,0,0,0,30,0,0,0,0,0,0,0,0,9,170,1,0,0,1,0,183,0,0,0,0,1,0,9,
17,ינון,2011,904,716,4,712,20,13,61,0,0,0,24,0,0,0,0,0,0,0,0,4,422,0,0,0,10,0,109,0,1,1,0,0,0,47,
3,יסוד המעלה,29,1252,893,4,889,92,3,1,3,0,0,61,0,0,0,0,0,0,0,0,21,218,1,0,0,0,0,479,0,0,0,0,0,0,10,
13,יסודות,440,317,290,0,290,0,274,0,0,0,0,5,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,5,
6,יסעור,575,533,391,0,391,82,1,1,0,0,0,4,0,1,0,0,0,0,0,0,13,42,0,0,0,1,0,246,0,0,0,0,0,0,0,
6,יעד,1138,561,408,0,408,126,1,9,0,0,0,5,0,0,0,0,0,0,0,0,6,14,1,0,0,0,0,246,0,0,0,0,0,0,0,
10,יעף,1044,171,140,1,139,23,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,76,0,1,0,0,0,0,2,
6,יערה,795,557,403,2,401,17,3,5,2,0,0,13,0,0,0,0,0,0,0,0,11,188,0,0,0,1,0,70,0,0,0,0,0,0,91,
5,יפיע,499,13182,8705,55,8650,145,0,8211,7,0,0,2,0,0,14,3,0,3,1,0,14,105,1,4,1,1,4,95,1,4,3,2,2,2,25,
5,יפית,3566,160,103,2,101,2,0,1,1,0,0,12,0,0,0,0,0,0,0,0,0,59,0,0,0,4,0,16,0,0,0,0,0,0,6,
5,יפעת,134,829,631,2,629,132,2,6,0,0,0,10,0,0,0,0,0,0,0,1,13,70,0,0,0,2,0,391,0,0,0,0,0,0,2,
3,יפתח,453,543,384,2,382,76,0,4,0,0,0,4,0,0,0,0,0,0,0,0,14,24,0,0,0,0,0,260,0,0,0,0,0,0,0,
19,יצהר,3749,684,529,1,528,0,144,0,1,0,0,186,0,0,0,0,0,0,0,0,1,58,0,0,0,123,0,1,0,0,0,0,0,1,13,
12,יציץ,759,578,444,0,444,17,3,0,1,0,0,16,0,0,0,0,0,0,0,0,4,307,0,0,0,3,0,56,0,0,0,0,0,0,37,
10,יקום,417,545,427,3,424,144,0,7,0,0,0,2,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,252,0,0,0,0,0,0,0,
19,יקיר,3647,1211,1029,1,1028,2,13,0,1,0,0,606,0,0,0,0,0,0,0,1,2,348,0,0,0,22,0,13,0,0,0,0,0,0,20,
5,יקנעם מושבה,241,1008,735,2,733,126,0,0,1,0,0,22,0,0,0,0,0,1,0,0,16,66,1,0,0,2,0,495,0,0,0,0,0,0,3,
5,יקנעם עילית,240,18074,12545,70,12475,636,151,27,14,0,0,471,0,2,1,1,0,0,0,4,1465,5176,15,1,2,48,0,3940,8,2,3,0,2,5,501,
3,יראון,623,369,220,1,219,68,0,3,0,0,0,4,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,130,0,0,0,0,0,0,0,
5,ירדנה,2026,285,213,0,213,10,0,0,2,0,0,11,0,0,0,0,0,0,0,0,3,134,0,0,0,0,0,39,0,0,0,0,0,0,14,
18,ירוחם,831,7435,4993,52,4941,157,311,88,5,1,0,527,0,0,0,0,1,0,0,3,304,2350,2,0,1,12,1,532,0,1,0,0,0,0,645,
1,ירושלים,3000,415991,263214,1625,261589,12919,63782,5321,176,9,0,20701,8,13,10,8,35,12,53,25,6183,72601,183,41,21,1784,12,32800,77,19,21,18,29,79,44649,
19,ירחיב,718,790,562,4,558,20,5,1,0,0,0,30,0,0,0,0,0,0,0,0,6,319,0,0,0,1,0,139,0,0,0,1,0,0,36,
6,ירכא,502,10719,6444,119,6325,205,0,997,0,1,0,19,1,1,1,2,3,0,2,4,904,1860,3,0,0,2,6,1993,1,1,3,0,3,8,305,
19,ירקונה,183,308,225,0,225,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,166,0,0,0,0,0,0,2,
18,ישע,916,279,198,0,198,26,0,0,0,0,0,10,0,0,0,0,0,0,0,1,5,75,0,0,0,1,0,79,1,0,0,0,0,0,0,
2,ישעי,805,549,430,3,427,4,26,0,0,0,0,26,0,0,0,0,0,0,0,0,1,246,1,0,1,3,0,13,0,0,0,0,0,0,106,
12,ישרש,828,727,520,0,520,23,0,0,1,0,0,19,0,0,0,0,1,0,0,0,3,279,1,0,0,1,0,150,0,0,0,0,0,0,42,
18,יתד,1227,340,257,5,252,17,1,0,1,0,0,15,0,0,0,0,0,0,0,0,10,113,0,0,0,4,0,85,0,0,0,0,0,0,6,
6,כאבול,504,8073,6660,17,6643,10,5,6577,0,1,0,0,2,0,10,0,2,0,0,0,0,12,1,1,0,2,4,7,0,0,0,2,1,0,6,
6,כאוכב אבו אלהיגא,505,2632,2132,5,2127,4,1,2112,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,
6,כברי,576,845,601,1,600,146,0,7,0,0,0,8,0,0,0,0,0,0,0,0,9,30,0,0,0,1,0,399,0,0,0,0,0,0,0,
3,כדיתה,1338,126,62,2,60,7,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,16,0,0,0,0,0,0,1,
2,כוכב השחר,3564,1234,1002,0,1002,0,102,0,1,0,0,660,0,0,0,0,0,0,0,0,0,165,0,0,0,40,0,6,1,0,0,0,0,1,26,
19,כוכב יאיר,1224,7703,5775,10,5765,653,17,11,6,0,0,486,0,1,0,0,0,0,0,0,218,1096,6,0,0,3,0,3241,0,0,0,0,0,0,27,
2,כוכב יעקב,3779,4325,3532,16,3516,3,731,1,1,0,0,503,0,0,0,0,0,1,0,0,4,719,0,0,0,87,1,15,0,0,0,0,0,0,1450,
17,כוכב מיכאל,824,701,519,5,514,70,0,0,0,1,0,14,0,0,0,0,0,0,0,0,7,100,0,0,0,1,0,318,0,0,0,0,0,0,3,
3,כורזים,1252,336,216,0,216,40,5,1,1,0,0,6,0,0,0,0,0,0,0,0,7,30,1,0,0,0,0,125,0,0,0,0,0,0,0,
3,כחל,1210,352,256,0,256,41,0,3,0,0,0,5,0,0,0,0,0,0,0,0,4,32,0,0,0,0,0,166,0,0,0,0,0,0,5,
