סמל ועדה,שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
2,טל שחר,462,767,619,4,615,72,0,5,0,0,0,55,10,0,1,0,0,0,0,0,3,20,60,67,1,0,0,312,0,0,1,2,0,0,0,0,6
6,געתון,463,552,395,2,393,45,0,3,0,0,0,0,2,0,1,0,0,0,0,0,1,10,21,120,0,0,0,189,0,0,0,0,0,0,0,1,0
2,הראל,464,220,120,0,120,17,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,2,4,34,0,0,0,56,0,0,0,0,0,0,0,0,0
2,צובה,465,623,403,1,402,150,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,9,16,70,0,0,0,146,0,1,0,0,0,0,0,2,1
12,בית דגן,466,5074,3847,7,3840,170,60,3,0,0,0,1,162,0,4,0,0,0,0,0,150,147,1794,48,0,0,0,1000,0,4,0,0,0,0,0,1,296
13,קרית עקרון,469,8188,5785,51,5734,226,52,11,2,1,0,11,276,1,16,1,0,2,0,4,211,259,2895,49,0,4,0,998,0,32,0,1,2,0,0,4,676
2,אבו גוש,472,4760,2459,53,2406,40,5,1732,1,0,0,1,2,0,36,2,1,0,0,4,4,12,115,82,1,0,0,295,4,2,1,1,3,2,5,3,52
6,אבו סנאן,473,9327,5667,50,5617,88,4,3759,1,0,0,2,6,2,0,2,4,2,0,24,3,381,224,55,1,3,0,802,0,3,3,0,8,6,4,3,227
5,דחי,475,500,269,3,266,3,0,237,0,1,0,0,1,0,0,0,0,0,0,2,1,0,2,6,0,0,0,11,0,0,0,0,1,0,0,1,0
5,אכסאל,478,9493,5778,41,5737,15,0,5471,2,2,0,0,1,0,1,0,1,1,0,21,5,2,40,45,2,0,0,102,1,2,8,1,2,1,2,1,8
6,בית ג'ן,480,8658,4546,47,4499,1833,8,155,0,0,0,2,20,0,1,0,1,1,0,2,4,438,218,124,1,0,0,1676,1,1,6,0,2,0,3,0,2
4,מגאר,481,15865,8370,99,8271,227,3,3787,0,8,0,4,81,0,6,8,4,1,0,7,7,765,223,189,3,4,0,2234,0,0,7,1,10,7,4,2,679
5,בועיינה-נוג'ידאת,482,6450,3954,28,3926,118,1,3355,0,0,0,0,2,1,0,3,2,1,0,40,2,1,35,59,1,1,0,266,0,1,1,1,3,2,7,0,23
6,בענה,483,5586,4183,25,4158,16,2,3958,0,0,0,0,1,0,0,1,1,1,0,43,2,3,35,19,0,7,0,41,0,1,0,0,1,5,1,2,18
6,ג'ולס,485,4660,2880,30,2850,97,2,14,0,1,0,0,13,0,1,0,3,1,0,1,4,508,244,78,0,1,0,1839,0,0,0,0,3,0,1,1,38
3,ג'ש (גוש חלב),487,2447,1472,18,1454,38,1,912,0,1,0,1,3,1,0,8,0,1,0,5,1,319,9,41,0,0,0,101,1,0,1,0,0,1,1,1,7
5,דבוריה,489,6965,4489,23,4466,15,2,4253,0,0,0,0,7,0,0,1,1,0,0,45,2,2,41,49,0,2,0,29,1,1,1,0,3,2,1,0,8
6,דייר אל-אסד,490,8152,6242,29,6213,78,4,4982,1,1,0,1,3,1,0,0,1,6,0,464,3,0,28,37,0,4,0,107,0,0,1,0,4,7,3,1,476
6,דייר חנא,492,7270,5546,16,5530,39,5,5167,0,0,0,0,8,0,1,2,1,0,0,4,0,17,28,44,0,2,0,98,1,0,1,0,1,3,1,3,104
8,דאלית אל-כרמל,494,12579,7463,47,7416,223,3,333,1,1,0,2,8,0,2,1,1,0,0,3,12,401,300,406,1,2,0,5620,1,1,7,0,4,4,6,0,73
6,חורפיש,496,4539,2530,12,2518,176,2,139,0,0,0,0,43,0,0,0,1,0,0,2,1,570,158,100,0,0,0,1251,0,1,0,0,0,0,0,0,74
5,טייבה (בעמק),497,1221,641,3,638,19,5,552,0,0,0,0,2,1,0,0,0,1,0,21,0,0,6,9,1,1,0,15,0,0,2,0,1,0,0,0,2
5,טורעאן,498,9369,5926,35,5891,9,2,5543,2,1,0,1,2,0,1,0,1,2,0,27,0,35,19,64,0,0,0,147,0,1,1,0,3,5,3,1,21
5,יפיע,499,13009,8025,90,7935,102,0,7220,2,3,0,1,7,1,3,7,3,3,0,22,3,45,120,124,0,1,0,204,0,0,2,2,8,4,8,2,38
6,ירכא,502,8534,4382,109,4273,116,1,256,0,4,0,2,5,1,0,0,2,0,0,3,2,521,1351,131,1,2,0,1677,0,1,0,0,3,0,8,2,184
6,כאבול,504,7964,5970,41,5929,54,14,5505,0,1,0,0,19,0,1,0,1,3,0,60,2,2,19,35,1,4,0,18,1,1,4,4,1,1,6,1,171
6,כאוכב אבו אל-היג'א,505,2607,2054,11,2043,10,0,1996,0,0,0,0,0,0,0,0,0,1,0,5,1,0,5,11,0,1,0,9,2,0,0,0,0,1,0,0,1
6,כפר יאסיף,507,7860,5275,37,5238,44,1,4502,0,0,0,0,5,0,1,2,1,0,0,16,1,130,94,234,3,2,0,162,0,0,1,0,1,3,4,1,30
4,כפר כמא,508,2576,1135,13,1122,94,0,104,0,2,0,1,0,0,1,0,1,1,0,3,2,27,21,75,0,1,0,780,1,1,3,0,0,0,1,0,3
5,כפר כנא,509,14493,9113,100,9013,368,1,7856,0,3,0,1,4,2,0,3,0,0,0,382,3,45,91,59,0,2,0,109,0,2,1,2,3,5,3,3,65
6,כפר מנדא,510,12450,8674,70,8604,109,0,7000,0,3,0,3,9,0,1,2,2,0,0,51,3,6,39,84,1,2,0,267,3,4,1,6,6,5,7,0,990
5,עילוט,511,5176,2554,26,2528,53,0,2335,0,4,0,1,5,1,0,1,0,0,0,16,2,2,24,11,2,4,0,13,0,0,2,3,2,3,4,0,40
5,כפר מצר,512,1780,1159,16,1143,80,0,915,0,0,0,0,1,0,1,1,0,0,0,6,0,1,16,16,0,0,0,55,1,1,0,0,1,1,0,3,44
2,עין ראפה,514,645,349,8,341,13,0,220,0,0,0,0,1,0,1,0,1,1,0,1,0,6,4,37,0,2,0,50,0,0,0,1,3,0,0,0,0
6,מג'ד אל-כרום,516,10235,7246,26,7220,16,5,6959,1,3,0,0,5,5,0,2,0,2,0,34,0,3,20,83,1,3,0,38,0,1,1,1,5,1,1,0,30
6,מזרעה,517,2875,2008,12,1996,39,0,1850,0,0,0,0,5,0,1,0,0,0,0,10,1,3,8,47,0,0,0,24,1,0,0,0,1,1,0,0,5
6,מעיליא,518,2524,1717,7,1710,5,0,1289,0,0,0,4,0,0,0,9,0,0,0,2,2,93,7,170,0,0,0,128,0,0,0,0,0,0,0,0,1
5,משהד,520,5538,3265,19,3246,23,1,3056,1,0,0,0,2,0,0,1,1,0,0,67,0,2,8,37,0,5,0,30,1,1,0,1,3,2,0,1,3
2,עין נקובא,521,1637,918,25,893,16,1,680,0,2,0,0,11,0,1,3,2,0,0,7,3,4,21,27,0,3,0,99,0,1,2,0,1,1,4,1,3
6,נחף,522,8340,5362,16,5346,6,12,4984,0,2,0,2,2,0,0,1,2,5,0,141,4,0,20,39,1,7,0,49,0,0,6,0,1,6,7,1,48
5,ניין,523,1330,798,6,792,9,1,468,0,1,0,0,0,0,0,0,0,0,0,3,0,0,14,202,0,1,0,90,1,0,0,0,0,1,0,1,0
5,נאעורה,524,1451,883,15,868,16,0,752,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,25,0,0,0,59,0,0,1,0,2,0,1,0,3
6,סאג'ור,525,2986,1249,9,1240,367,139,70,0,0,0,0,37,0,0,0,0,0,0,0,0,39,178,7,0,0,0,314,1,1,69,0,0,0,1,0,17
5,סולם,526,1980,1217,2,1215,42,1,990,1,0,0,1,0,1,0,0,0,1,0,11,0,1,2,84,0,0,0,74,0,0,1,1,1,0,1,0,2
6,שזור,527,279,193,0,193,10,4,0,0,0,0,7,3,0,0,0,0,0,0,0,3,2,116,1,0,0,0,31,0,0,0,0,1,0,0,0,15
5,עוזייר,528,1982,1124,6,1118,3,0,1012,0,0,0,1,1,0,1,0,0,0,0,4,2,0,0,22,0,0,0,38,0,0,0,0,0,1,0,0,33
6,אעבלין,529,9024,5672,43,5629,108,4,4719,5,0,0,1,12,1,1,7,0,15,0,18,4,140,54,208,1,6,0,299,2,2,3,2,1,2,1,4,9
4,עיילבון,530,4133,2880,18,2862,64,3,1888,1,1,0,1,2,0,0,4,1,2,0,4,3,164,71,237,1,3,0,380,3,0,0,0,1,2,1,1,24
6,עראבה,531,16484,10863,503,10360,12,14,10106,0,3,0,1,5,1,1,0,3,0,0,36,0,2,16,57,0,4,0,66,1,1,10,2,2,3,1,3,10
5,עין מאהל,532,8903,5327,33,5294,44,2,5017,0,0,0,0,5,2,1,2,2,1,0,70,2,2,18,32,1,2,0,29,6,0,2,2,5,2,2,0,43
8,עספיא,534,9083,5187,38,5149,202,6,1068,0,4,0,16,4,1,3,1,1,4,0,6,12,591,118,192,3,3,0,2835,1,3,2,0,2,2,5,1,63
6,פסוטה,535,2602,1516,7,1509,19,0,937,0,0,0,0,3,0,0,6,0,1,0,0,0,262,13,173,0,0,0,86,0,1,0,1,0,1,0,0,6
6,פקיעין (בוקייעה),536,4369,2840,26,2814,268,0,708,1,0,0,0,15,0,3,1,0,1,0,6,1,670,99,301,0,1,0,569,0,0,2,0,2,0,0,0,166
9,פוריידיס,537,8600,4798,64,4734,14,21,3783,0,0,0,2,5,0,2,2,0,1,0,38,2,7,138,505,0,0,0,158,0,0,1,0,2,5,2,0,46
6,שעב,538,4802,3403,18,3385,9,1,2940,1,0,0,1,2,0,0,3,1,0,0,217,4,4,24,21,1,1,0,38,0,1,0,0,2,6,2,0,106
5,רומאנה,539,726,576,5,571,8,0,531,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7,1,0,0,18,0,0,2,0,0,0,0,0,1
3,ריחאניה,540,913,534,10,524,81,1,56,0,0,0,0,7,0,0,0,0,1,0,1,1,44,9,23,0,0,0,294,0,0,0,0,0,0,0,0,6
9,ג'סר א-זרקא,541,8814,3703,46,3657,18,5,3309,0,2,0,0,20,2,2,0,5,3,0,4,2,5,31,68,4,5,0,126,1,3,4,2,9,5,7,6,9
5,ריינה,542,11365,6565,59,6506,48,6,6038,0,1,0,0,4,0,0,3,4,1,0,45,3,30,37,59,0,6,0,125,0,0,4,2,6,4,3,0,77
6,ראמה,543,6355,3893,48,3845,162,4,2034,0,1,0,0,2,0,0,5,1,2,0,20,4,458,163,147,0,1,0,753,1,5,2,2,5,2,4,1,66
6,עין אל-אסד,546,630,348,1,347,16,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,115,24,17,0,0,0,157,0,0,0,0,0,0,0,0,0
5,טמרה (יזרעאל),547,1029,564,3,561,4,0,531,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,5,0,0,0,15,0,1,0,0,0,0,0,0,0
10,גנות הדר,549,710,545,1,544,42,2,1,1,0,0,1,8,0,0,0,0,0,0,1,3,18,126,17,0,0,0,316,0,0,0,0,0,0,1,0,7
17,ניר בנים,553,610,470,3,467,44,3,2,0,0,0,11,8,0,0,0,0,0,0,0,1,7,39,48,0,0,0,303,0,0,0,0,0,0,0,0,1
13,שדמה,555,382,293,2,291,22,0,2,0,0,0,14,3,0,0,1,0,0,0,0,0,9,20,38,0,0,0,182,0,0,0,0,0,0,0,0,0
6,בוסתן הגליל,559,707,558,2,556,34,1,0,0,0,0,21,20,0,2,0,0,0,0,0,6,17,161,35,0,0,0,237,0,0,0,0,0,0,0,0,22
13,בית אלעזרי,562,1041,811,2,809,54,4,1,0,0,0,113,27,0,0,0,1,0,0,0,21,23,165,52,0,0,0,341,0,0,1,0,0,0,0,0,6
12,משמר דוד,563,510,428,1,427,33,0,2,0,1,0,0,10,0,0,0,0,0,0,1,4,34,55,58,0,0,0,226,1,0,0,0,0,0,0,0,2
17,רבדים,564,569,414,0,414,50,1,1,0,0,0,3,4,0,0,0,0,0,0,0,1,10,12,148,0,0,0,182,0,1,0,0,0,0,0,0,1
16,אזור,565,9701,6599,31,6568,367,93,8,1,1,0,2,296,1,12,0,0,0,0,1,84,420,2370,155,2,0,0,2064,0,7,1,0,4,0,0,0,679
2,צרעה,567,830,543,2,541,130,0,16,0,0,0,2,1,0,0,0,0,0,0,1,0,9,18,109,0,0,0,253,0,0,0,0,0,0,0,0,2
6,מעונה,570,656,485,7,478,51,0,2,1,0,0,20,23,0,0,0,0,0,0,0,0,16,188,8,0,0,0,157,0,0,0,0,0,0,0,0,12
13,בית גמליאל,571,770,596,2,594,19,20,0,0,0,0,2,299,0,0,0,0,0,0,0,32,5,146,2,0,0,0,46,1,0,0,0,0,0,0,0,22
6,בית העמק,572,494,352,1,351,57,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,24,13,71,1,1,0,178,0,1,0,0,0,1,0,0,0
17,מבקיעים,573,372,274,0,274,17,1,0,0,0,0,5,17,0,0,0,0,0,0,0,8,9,105,4,0,0,0,85,0,0,0,0,0,0,0,0,23
6,גשר הזיו,574,1185,824,2,822,111,1,2,0,0,0,0,22,0,0,0,0,0,0,0,2,37,185,70,0,0,0,387,0,0,1,0,0,0,0,0,4
6,יסעור,575,537,397,2,395,37,1,1,0,1,0,0,2,0,1,0,0,0,0,0,2,22,38,67,0,0,0,222,0,0,0,0,0,0,0,0,1
6,כברי,576,848,613,3,610,84,0,0,0,0,0,1,11,1,0,0,0,0,0,0,2,18,24,117,0,0,0,351,1,0,0,0,0,0,0,0,0
13,יד בנימין,577,2121,1728,5,1723,7,113,0,0,0,0,0,803,0,0,0,0,0,0,0,233,1,203,7,0,0,0,21,0,0,0,0,0,0,0,0,335
3,סאסא,578,421,302,2,300,54,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,3,12,105,0,0,0,120,0,0,0,0,0,0,0,0,0
6,כפר ראש הנקרה,579,1004,737,2,735,129,0,2,1,1,0,1,26,0,2,0,0,0,0,0,2,33,137,48,0,0,0,344,0,1,0,0,0,0,0,0,8
9,כרם מהר''ל,580,650,504,0,504,44,2,2,0,0,0,5,20,0,0,1,0,0,0,0,6,10,50,88,0,0,0,276,0,0,0,0,0,0,0,0,0
13,כפר הנגיד,582,770,584,1,583,33,3,1,0,0,0,46,22,0,1,0,0,0,0,0,4,23,93,32,1,0,0,318,1,0,0,0,0,0,0,0,5
17,זיקים,584,718,478,0,478,56,0,2,0,0,0,1,16,0,0,0,0,0,0,0,3,19,59,115,0,0,0,204,0,0,0,0,0,0,0,0,3
4,לביא,585,504,388,1,387,19,1,0,0,0,0,2,217,0,0,0,0,1,0,0,20,0,65,2,0,0,0,49,0,0,0,0,0,0,0,0,11
5,מגידו,586,629,466,1,465,53,0,1,0,0,0,1,5,0,0,0,0,0,0,0,2,11,43,79,0,0,0,268,0,0,0,0,0,0,0,0,2
11,סביון,587,3816,2537,9,2528,98,18,14,0,0,0,2,66,0,1,0,0,0,0,0,9,158,475,217,0,0,0,1453,0,0,0,0,0,0,0,1,16
13,בני ראם,588,897,716,0,716,5,56,3,0,0,0,11,239,0,0,0,0,0,0,0,77,4,224,3,0,0,0,29,0,0,0,0,0,0,0,0,65
6,בצת,589,293,226,0,226,19,0,3,0,0,0,5,6,0,1,0,0,0,0,0,3,12,44,15,0,0,0,114,0,0,0,0,0,0,0,0,4
5,נווה אור,590,340,234,1,233,51,1,0,0,0,0,2,4,0,0,0,0,0,0,0,2,11,21,26,0,0,0,114,0,0,0,0,0,0,0,0,1
13,עשרת,591,891,686,0,686,51,1,1,0,0,0,5,15,0,0,0,0,0,0,0,2,22,85,73,0,0,0,425,0,0,0,0,1,0,0,0,5
13,בני דרום,592,468,394,1,393,13,1,0,0,0,0,1,229,0,1,0,0,0,0,0,19,2,75,0,0,0,0,44,0,0,0,0,0,0,0,0,8
17,ערוגות,593,677,531,5,526,36,1,1,0,0,0,60,14,0,0,0,0,0,0,0,5,12,105,37,0,0,0,249,0,0,0,0,0,0,1,0,5
12,צפריה,594,514,415,0,415,9,10,0,0,0,0,23,213,0,0,0,0,0,0,0,29,3,75,2,0,0,0,23,0,0,0,0,0,0,0,0,28
6,לוחמי הגיטאות,595,537,416,1,415,81,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,9,36,48,0,0,0,232,0,1,0,0,0,0,0,1,1
3,מלכיה,596,407,260,3,257,61,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,10,15,32,0,0,0,128,0,1,0,0,0,0,0,0,3
13,פלמחים,597,588,423,1,422,89,0,1,0,2,0,6,3,0,0,0,0,0,0,0,2,6,33,88,0,0,0,189,0,0,0,0,0,0,0,0,3
18,בית קמה,598,670,554,1,553,89,0,1,0,0,0,1,10,0,0,0,0,0,0,1,2,30,58,95,0,0,0,261,0,0,0,0,0,0,0,0,5
3,פרוד,599,438,306,4,302,51,0,1,0,0,0,0,10,0,0,0,0,0,0,0,1,10,26,34,0,0,0,166,0,0,1,0,0,0,0,0,2
18,נירים,602,378,277,3,274,45,0,1,0,0,0,1,5,0,0,0,0,0,0,0,3,4,9,90,0,0,0,112,0,2,0,0,0,0,0,0,2
6,אלקוש,603,258,170,0,170,30,0,0,0,0,0,7,1,0,0,0,0,0,0,0,7,4,75,3,0,0,0,18,0,0,0,0,0,0,0,0,25
12,בית עריף,604,730,581,5,576,19,8,1,0,0,0,24,36,0,1,0,0,0,0,0,18,12,290,8,1,0,0,106,0,0,0,0,0,0,0,0,52
3,כפר שמאי,605,334,244,2,242,6,11,0,0,0,0,2,31,0,2,0,0,0,0,0,24,1,101,6,0,0,0,16,0,0,0,0,0,0,0,0,42
11,מזור,606,794,610,2,608,50,1,1,0,0,0,71,8,0,0,0,0,0,0,0,0,23,55,51,0,0,0,348,0,0,0,0,0,0,0,0,0
3,מירון,607,443,261,0,261,3,61,0,0,0,0,3,79,0,0,0,0,0,0,0,29,0,42,1,0,0,0,6,0,0,0,0,0,0,0,0,37
3,כפר חושן,609,579,408,2,406,27,10,0,0,0,0,0,16,0,0,0,0,0,0,0,17,2,192,4,0,0,0,46,0,0,0,0,1,0,0,1,90
12,סתריה,610,808,622,0,622,52,3,1,0,0,0,23,22,0,0,0,0,0,0,0,4,21,71,54,0,0,0,367,0,0,0,0,0,0,0,0,4
9,צרופה,612,702,534,1,533,39,30,1,0,0,0,24,23,0,1,0,0,0,0,0,15,27,182,16,0,0,0,152,0,0,0,0,0,0,0,1,22
5,ציפורי,613,655,472,1,471,37,1,0,0,0,0,6,14,0,0,0,0,0,0,0,2,26,59,52,0,0,0,272,0,0,0,0,0,0,0,0,2
6,שומרה,614,301,201,0,201,25,0,0,0,0,0,13,5,0,0,0,0,0,0,0,3,4,111,0,0,0,0,28,0,0,0,0,0,0,0,3,9
13,קדרון,615,1155,899,2,897,67,2,0,2,0,0,41,16,0,2,0,0,0,0,0,4,44,58,93,0,0,0,565,1,0,0,0,0,0,0,0,2
11,רינתיה,616,703,543,1,542,51,4,0,0,0,0,28,22,0,1,0,0,0,0,0,2,12,158,29,0,0,0,221,1,0,0,0,0,1,0,0,12
9,ברקאי,617,513,336,2,334,49,0,4,0,0,0,2,6,0,0,0,0,0,0,0,0,2,4,135,0,0,0,131,0,0,0,0,0,0,0,0,1
12,חדיד,618,604,483,0,483,18,10,0,0,0,0,27,38,1,1,0,0,0,0,0,35,2,224,8,0,0,0,74,0,0,0,0,0,0,0,0,45
17,בית גוברין,619,288,225,1,224,44,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,34,0,0,0,130,0,1,0,0,0,0,0,0,0
17,משואות יצחק,620,465,375,2,373,9,3,0,0,0,0,1,256,0,0,0,0,0,0,0,5,6,34,8,0,0,0,49,0,0,0,0,0,1,0,0,1
17,עין צורים,622,450,363,0,363,15,6,0,0,0,0,0,203,0,0,0,0,0,0,0,14,4,42,7,0,0,0,68,0,0,0,0,0,0,0,0,4
3,יראון,623,360,213,1,212,52,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,37,0,0,0,115,0,0,0,0,0,0,0,0,0
19,ג'לג'וליה,627,6295,4714,39,4675,155,0,4071,0,0,0,0,6,0,0,0,2,0,0,4,3,2,19,322,0,2,0,79,0,2,0,0,1,0,1,0,6
9,ג'ת,628,8058,4098,37,4061,14,1,3791,0,1,0,0,6,0,0,0,0,0,0,19,1,3,17,130,1,1,0,60,1,1,0,0,5,1,2,0,6
19,כפר ברא,633,2316,1605,13,1592,11,0,1358,0,0,0,0,0,0,0,0,0,0,0,28,0,1,10,127,0,0,0,30,1,0,0,0,0,1,0,0,25
19,כפר קאסם,634,14908,10482,119,10363,83,14,6999,2,1,0,4,11,1,1,1,2,2,0,238,3,2,49,2689,1,2,0,229,0,3,1,1,2,6,4,2,10
5,מוקייבלה,635,2545,1273,12,1261,19,0,1122,0,0,0,0,0,0,0,0,0,1,0,66,0,3,3,20,0,0,0,25,0,0,0,0,0,1,0,0,1
5,צנדלה,636,1213,631,4,627,0,0,605,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,6,0,0,0,7,0,0,0,1,0,0,0,0,0
9,ערערה,637,13144,7377,57,7320,21,0,6878,0,3,0,0,7,0,3,4,2,1,0,46,5,4,67,141,1,4,0,106,1,1,1,2,9,4,3,1,5
10,קלנסווה,638,14182,9296,49,9247,54,0,8833,0,4,0,2,12,0,0,1,4,1,0,27,2,3,34,125,1,2,0,114,2,1,2,1,9,1,5,1,6
9,מצר,648,430,315,1,314,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8,158,0,0,0,109,0,0,0,0,0,0,0,0,0
9,מייסר,649,1303,739,7,732,84,1,586,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,43,0,0,0,10,0,0,0,0,1,0,0,0,1
8,אבטין,652,1795,909,10,899,10,0,762,0,0,0,0,2,0,0,0,0,0,0,8,2,0,5,12,0,1,0,84,0,0,0,0,0,1,1,1,10
9,כפר קרע,654,12760,8230,50,8180,48,2,7417,3,1,0,4,3,0,1,1,2,3,0,83,2,8,131,276,1,3,0,115,0,1,0,5,6,6,6,2,50
6,שייח' דנון,658,1968,1374,12,1362,1,0,1237,0,0,0,0,0,0,0,1,0,0,0,5,0,1,7,92,0,0,0,12,0,0,0,0,1,0,1,2,2
10,שער אפרים,661,1226,935,8,927,55,10,1,0,1,0,68,31,1,1,0,0,0,0,0,8,27,284,42,0,0,0,346,0,1,0,1,0,0,0,0,50
6,חוסן,662,721,539,4,535,25,3,0,0,0,0,11,20,0,1,0,0,0,0,0,17,33,277,12,0,0,0,94,0,0,0,0,0,0,0,1,41
11,טירת יהודה,663,786,620,1,619,19,18,0,0,0,0,54,216,0,1,0,0,0,0,0,17,2,220,3,0,0,0,33,0,0,0,0,0,0,0,0,36
3,כרם בן זמרה,664,405,310,0,310,17,5,0,0,0,0,7,41,0,0,0,0,0,0,0,3,1,167,4,0,0,0,50,0,0,1,0,0,0,0,0,14
18,תקומה,665,485,415,3,412,14,4,0,0,0,0,2,168,0,0,0,0,0,0,0,20,1,122,4,0,0,0,65,1,0,0,0,0,0,0,0,11
18,עומר,666,6401,4642,18,4624,438,22,37,0,0,0,3,225,1,3,0,0,0,0,0,23,201,1181,352,2,0,0,2102,2,0,0,0,1,0,0,2,29
3,ברעם,667,507,367,1,366,36,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,7,9,145,0,0,0,160,0,0,0,0,0,0,0,0,2
17,מפלסים,668,668,480,3,477,89,0,1,0,0,0,1,16,0,1,0,0,0,0,0,0,17,28,54,0,0,0,267,1,0,0,0,0,0,0,1,1
12,משמר איילון,670,402,354,0,354,28,0,1,0,0,0,35,9,0,3,0,0,0,0,0,2,19,90,16,0,0,0,147,0,0,0,0,0,0,0,0,4
2,בית נקופה,672,474,368,0,368,27,2,1,0,0,0,18,15,0,0,0,0,0,0,0,5,16,91,42,1,0,0,132,0,0,0,0,0,0,0,0,18
12,כפר טרומן,673,578,466,1,465,32,1,1,0,1,0,77,11,0,0,0,0,0,0,0,8,21,99,27,0,0,0,181,0,0,0,0,0,0,0,0,6
6,לימן,674,547,396,0,396,31,1,0,0,0,0,4,19,0,1,0,0,0,0,0,4,21,115,8,0,0,0,187,0,0,0,0,0,0,0,0,5
9,הבונים,675,299,201,0,201,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,16,40,0,0,0,118,0,0,0,0,0,0,0,0,0
18,עין השלושה,676,292,180,1,179,32,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,15,15,8,1,0,0,102,0,0,0,0,0,0,0,0,1
5,הסוללים,677,707,528,3,525,58,1,3,1,1,0,1,15,0,0,0,0,0,0,0,4,14,49,66,0,0,0,305,0,0,0,0,0,0,0,0,7
4,מעגן,678,321,222,1,221,26,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,10,28,25,0,0,0,122,0,0,0,0,0,0,0,0,1
9,אביאל,679,520,399,0,399,29,2,3,0,0,0,15,9,0,0,0,0,0,0,0,2,8,76,68,0,0,0,183,0,0,1,0,0,0,0,0,3
10,אומץ,680,512,399,0,399,43,0,0,0,1,0,13,7,0,0,0,0,0,0,0,2,7,48,38,0,0,0,237,0,0,0,0,0,0,0,0,3
11,גבעת שמואל,681,18078,13720,51,13669,551,272,30,3,0,0,10,4250,0,12,0,1,0,0,0,431,405,3397,384,1,0,0,3174,4,5,2,0,2,3,0,3,729
5,אליקים,682,589,425,5,420,16,17,0,1,0,0,0,29,0,0,0,0,0,0,0,21,7,215,0,0,0,0,34,0,0,0,0,0,0,0,0,80
9,גבע כרמל,683,728,574,3,571,55,3,0,1,1,0,29,14,0,1,0,0,0,0,0,0,13,125,33,0,0,0,287,0,0,0,0,0,0,0,0,9
5,היוגב,684,562,431,3,428,52,0,2,1,0,0,6,12,0,1,0,0,0,0,0,1,12,20,28,0,0,0,287,0,1,0,0,0,0,0,0,5
13,בניה,685,627,519,1,518,45,1,0,0,0,0,60,18,0,0,0,0,0,0,0,4,9,81,30,1,0,0,263,0,1,0,0,0,0,0,0,5
19,נווה ימין,686,1019,763,4,759,39,5,0,1,1,0,119,35,0,0,0,0,0,0,0,15,20,289,15,0,1,0,176,0,0,0,0,0,0,0,0,43
9,עין איילה,687,747,566,1,565,43,3,0,0,1,0,6,10,0,0,0,0,0,0,0,1,18,64,92,0,0,0,324,0,0,0,0,0,0,0,0,3
3,עלמה,688,578,441,2,439,3,1,0,0,0,0,17,25,0,0,0,0,0,0,0,35,0,286,1,0,0,0,13,0,0,0,0,0,0,0,2,56
9,מגדים,689,794,613,0,613,30,4,0,0,0,0,26,24,0,0,0,0,0,0,0,3,17,185,25,0,0,0,272,0,0,0,0,0,0,0,1,26
17,כפר אחים,690,534,421,1,420,16,7,0,0,0,0,23,22,0,1,1,0,0,0,0,6,10,116,9,0,0,0,200,0,0,0,0,0,0,0,0,9
17,שפיר,692,537,439,3,436,28,4,1,0,0,0,19,76,0,0,0,0,0,0,0,21,10,152,7,0,0,0,95,0,0,0,1,0,0,0,0,22
2,נתיב הל''ה,693,458,349,0,349,79,0,3,0,0,0,2,0,0,4,0,0,0,0,0,2,12,9,61,0,0,0,177,0,0,0,0,0,0,0,0,0
9,מעגן מיכאל,694,1690,1140,9,1131,198,1,1,3,0,0,3,15,0,1,0,0,0,0,0,6,25,29,248,0,0,0,600,0,0,0,0,0,0,0,0,1
18,מגן,695,466,332,2,330,40,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,10,8,140,0,0,0,126,0,0,0,0,0,0,0,0,0
12,כפר חב''ד,696,4136,2799,4,2795,5,1064,0,0,0,0,1,312,0,0,0,0,0,0,0,614,8,527,5,0,0,0,10,0,0,0,0,0,0,0,0,249
