 שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס
ירושלים, 003000, 0428.0, 000615, 000378, 000001, 000377, 000049, 000013, 000002, 000000, 000000, 000000, 000004, 000004, 000000, 000002, 000103, 000000, 000003, 000076, 000033, 000000, 000000, 000011, 000000, 000000, 000000, 000028, 000000, 000000, 000000, 000000, 000000, 000023, 000013, 000000, 000000, 000001, 000000, 000012
ירושלים, 003000, 0429.0, 000601, 000371, 000001, 000370, 000028, 000010, 000000, 000000, 000000, 000000, 000005, 000001, 000000, 000000, 000112, 000000, 000006, 000091, 000026, 000000, 000000, 000012, 000000, 000000, 000001, 000031, 000000, 000000, 000000, 000000, 000000, 000014, 000008, 000000, 000000, 000000, 000004, 000021
ירושלים, 003000, 0430.0, 000564, 000387, 000003, 000384, 000059, 000015, 000001, 000000, 000001, 000000, 000007, 000002, 000000, 000000, 000083, 000000, 000005, 000080, 000044, 000000, 000000, 000011, 000000, 000000, 000000, 000027, 000003, 000001, 000000, 000000, 000000, 000019, 000009, 000000, 000004, 000003, 000000, 000010
ירושלים, 003000, 0431.0, 000632, 000409, 000005, 000404, 000031, 000046, 000000, 000000, 000000, 000000, 000002, 000002, 000000, 000000, 000108, 000000, 000004, 000102, 000023, 000000, 000000, 000016, 000000, 000000, 000000, 000025, 000000, 000000, 000000, 000000, 000000, 000023, 000012, 000000, 000000, 000001, 000000, 000009
ירושלים, 003000, 0432.0, 000680, 000448, 000008, 000440, 000053, 000033, 000000, 000000, 000000, 000000, 000005, 000000, 000000, 000000, 000117, 000000, 000007, 000085, 000049, 000001, 000000, 000015, 000000, 000000, 000000, 000027, 000001, 000000, 000000, 000000, 000000, 000019, 000009, 000000, 000001, 000003, 000000, 000015
ירושלים, 003000, 0433.0, 000413, 000272, 000002, 000270, 000045, 000002, 000000, 000000, 000000, 000000, 000003, 000003, 000000, 000000, 000054, 000000, 000000, 000068, 000046, 000000, 000000, 000005, 000000, 000000, 000001, 000025, 000000, 000000, 000000, 000000, 000000, 000007, 000008, 000000, 000001, 000001, 000001, 000000
ירושלים, 003000, 0434.0, 000709, 000471, 000005, 000466, 000074, 000012, 000001, 000000, 000000, 000000, 000006, 000005, 000000, 000001, 000087, 000000, 000006, 000109, 000065, 000000, 000000, 000007, 000000, 000000, 000000, 000047, 000000, 000000, 000000, 000000, 000000, 000021, 000017, 000000, 000001, 000002, 000001, 000004
ירושלים, 003000, 0435.0, 000550, 000338, 000003, 000335, 000064, 000008, 000000, 000000, 000000, 000000, 000008, 000003, 000000, 000000, 000053, 000001, 000002, 000067, 000062, 000000, 000000, 000008, 000000, 000001, 000000, 000028, 000000, 000000, 000000, 000000, 000000, 000008, 000015, 000000, 000001, 000005, 000000, 000001
ירושלים, 003000, 0436.0, 000451, 000250, 000001, 000249, 000038, 000003, 000001, 000000, 000000, 000000, 000003, 000002, 000000, 000000, 000038, 000001, 000001, 000051, 000051, 000000, 000000, 000005, 000000, 000000, 000000, 000027, 000002, 000000, 000000, 000000, 000000, 000011, 000009, 000000, 000000, 000001, 000001, 000004
ירושלים, 003000, 0437.0, 000609, 000356, 000006, 000350, 000061, 000003, 000000, 000000, 000001, 000000, 000010, 000002, 000000, 000000, 000049, 000000, 000001, 000074, 000058, 000000, 000000, 000010, 000000, 000000, 000000, 000033, 000000, 000000, 000000, 000000, 000000, 000015, 000017, 000000, 000000, 000003, 000002, 000011
ירושלים, 003000, 0438.0, 000654, 000437, 000004, 000433, 000039, 000002, 000001, 000000, 000000, 000000, 000008, 000001, 000000, 000003, 000078, 000000, 000006, 000105, 000044, 000000, 000001, 000006, 000000, 000000, 000000, 000055, 000000, 000000, 000000, 000001, 000001, 000023, 000022, 000000, 000003, 000010, 000001, 000023
ירושלים, 003000, 0439.0, 000676, 000438, 000005, 000433, 000045, 000033, 000003, 000000, 000000, 000000, 000008, 000000, 000000, 000001, 000081, 000000, 000004, 000095, 000053, 000000, 000000, 000021, 000000, 000001, 000000, 000038, 000001, 000000, 000000, 000001, 000000, 000024, 000004, 000000, 000003, 000002, 000001, 000014
ירושלים, 003000, 0440.0, 000702, 000446, 000003, 000443, 000062, 000002, 000003, 000000, 000000, 000000, 000003, 000003, 000000, 000002, 000063, 000000, 000004, 000106, 000060, 000000, 000000, 000007, 000000, 000000, 000000, 000051, 000001, 000000, 000000, 000000, 000000, 000026, 000020, 000000, 000003, 000001, 000000, 000026
ירושלים, 003000, 0441.0, 000455, 000281, 000000, 000281, 000030, 000003, 000000, 000000, 000000, 000000, 000002, 000001, 000000, 000001, 000050, 000000, 000006, 000077, 000037, 000000, 000000, 000004, 000000, 000000, 000000, 000028, 000000, 000000, 000000, 000000, 000000, 000020, 000008, 000000, 000000, 000002, 000000, 000012
ירושלים, 003000, 0442.0, 000701, 000468, 000004, 000464, 000068, 000005, 000002, 000000, 000001, 000000, 000008, 000001, 000000, 000000, 000068, 000000, 000004, 000087, 000093, 000001, 000000, 000008, 000000, 000000, 000000, 000056, 000000, 000000, 000000, 000000, 000000, 000024, 000026, 000000, 000000, 000001, 000000, 000011
ירושלים, 003000, 0443.0, 000434, 000378, 000001, 000377, 000000, 000310, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000009, 000000, 000000, 000001, 000000, 000000, 000000, 000010, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000046
ירושלים, 003000, 0444.0, 000424, 000331, 000001, 000330, 000073, 000001, 000000, 000000, 000000, 000000, 000002, 000001, 000000, 000002, 000019, 000000, 000009, 000086, 000026, 000000, 000000, 000001, 000000, 000000, 000000, 000070, 000000, 000000, 000000, 000000, 000000, 000012, 000019, 000000, 000000, 000001, 000000, 000008
ירושלים, 003000, 0445.0, 000488, 000378, 000000, 000378, 000000, 000257, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000002, 000000, 000000, 000000, 000005, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000106
ירושלים, 003000, 0450.0, 000703, 000533, 000004, 000529, 000002, 000393, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000007, 000000, 000002, 000017, 000001, 000000, 000000, 000013, 000000, 000000, 000000, 000005, 000002, 000000, 000000, 000000, 000000, 000001, 000001, 000001, 000000, 000000, 000000, 000084
ירושלים, 003000, 0451.0, 000538, 000318, 000007, 000311, 000019, 000004, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000001, 000021, 000003, 000003, 000190, 000010, 000000, 000000, 000005, 000000, 000000, 000000, 000020, 000000, 000001, 000000, 000002, 000000, 000005, 000011, 000000, 000000, 000001, 000002, 000012
ירושלים, 003000, 0452.0, 000437, 000264, 000001, 000263, 000033, 000004, 000000, 000000, 000000, 000000, 000002, 000001, 000000, 000000, 000068, 000000, 000002, 000062, 000038, 000000, 000000, 000007, 000000, 000000, 000000, 000012, 000000, 000000, 000000, 000000, 000000, 000015, 000013, 000001, 000000, 000002, 000001, 000002
ירושלים, 003000, 0456.0, 000444, 000263, 000003, 000260, 000039, 000006, 000000, 000000, 000000, 000000, 000005, 000003, 000000, 000000, 000031, 000000, 000009, 000043, 000053, 000000, 000000, 000006, 000000, 000001, 000000, 000028, 000000, 000001, 000000, 000000, 000000, 000007, 000005, 000001, 000003, 000002, 000000, 000017
ירושלים, 003000, 0457.0, 000401, 000160, 000003, 000157, 000004, 000000, 000067, 000000, 000000, 000000, 000008, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000000, 000069, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000001, 000000, 000000, 000002, 000000, 000000, 000000
ירושלים, 003000, 0458.0, 000307, 000123, 000006, 000117, 000002, 000000, 000062, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000002, 000000, 000000, 000003, 000002, 000000, 000000, 000000, 000000, 000043, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000
ירושלים, 003000, 0459.0, 000514, 000380, 000002, 000378, 000048, 000002, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000080, 000000, 000006, 000120, 000012, 000000, 000000, 000014, 000000, 000000, 000000, 000038, 000001, 000000, 000000, 000000, 000000, 000018, 000016, 000000, 000002, 000001, 000000, 000020
ירושלים, 003000, 0460.0, 000727, 000377, 000001, 000376, 000055, 000002, 000000, 000000, 000000, 000000, 000015, 000002, 000000, 000000, 000062, 000000, 000002, 000078, 000079, 000000, 000000, 000004, 000000, 000000, 000000, 000041, 000000, 000000, 000000, 000000, 000000, 000011, 000015, 000000, 000000, 000002, 000001, 000007
ירושלים, 003000, 0461.0, 000683, 000418, 000005, 000413, 000059, 000001, 000000, 000000, 000000, 000000, 000011, 000003, 000000, 000000, 000050, 000000, 000007, 000088, 000082, 000000, 000000, 000011, 000000, 000000, 000000, 000038, 000001, 000002, 000000, 000000, 000000, 000019, 000019, 000000, 000001, 000004, 000000, 000017
ירושלים, 003000, 0462.0, 000497, 000273, 000001, 000272, 000037, 000002, 000000, 000000, 000000, 000000, 000003, 000004, 000000, 000000, 000065, 000000, 000000, 000036, 000062, 000000, 000000, 000004, 000000, 000000, 000000, 000022, 000001, 000000, 000000, 000001, 000000, 000015, 000007, 000000, 000000, 000003, 000001, 000009
ירושלים, 003000, 0463.0, 000573, 000331, 000002, 000329, 000036, 000002, 000000, 000000, 000000, 000000, 000005, 000002, 000000, 000000, 000056, 000000, 000002, 000088, 000042, 000000, 000000, 000017, 000000, 000001, 000000, 000029, 000000, 000000, 000000, 000000, 000000, 000010, 000006, 000000, 000001, 000004, 000000, 000028
ירושלים, 003000, 0464.0, 000582, 000393, 000002, 000391, 000060, 000004, 000000, 000000, 000000, 000000, 000007, 000003, 000000, 000001, 000090, 000000, 000006, 000068, 000045, 000000, 000000, 000011, 000000, 000000, 000000, 000048, 000001, 000000, 000000, 000000, 000001, 000017, 000013, 000000, 000000, 000001, 000001, 000014
ירושלים, 003000, 0465.0, 000535, 000356, 000004, 000352, 000029, 000000, 000006, 000000, 000000, 000000, 000002, 000001, 000000, 000001, 000057, 000000, 000004, 000112, 000010, 000000, 000000, 000020, 000000, 000010, 000000, 000023, 000008, 000000, 000000, 000000, 000000, 000009, 000012, 000000, 000000, 000000, 000000, 000048
ירושלים, 003000, 0466.0, 000340, 000140, 000000, 000140, 000000, 000000, 000074, 000000, 000000, 000000, 000003, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000002, 000000, 000000, 000000, 000000, 000056, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000
ירושלים, 003000, 0467.0, 000607, 000358, 000000, 000358, 000032, 000001, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000054, 000000, 000001, 000130, 000015, 000000, 000000, 000009, 000000, 000000, 000000, 000035, 000003, 000000, 000000, 000000, 000000, 000010, 000007, 000000, 000001, 000004, 000000, 000054
ירושלים, 003000, 0468.0, 000678, 000494, 000000, 000494, 000071, 000003, 000001, 000000, 000000, 000000, 000004, 000005, 000000, 000000, 000067, 000000, 000010, 000113, 000069, 000001, 000000, 000003, 000000, 000001, 000000, 000079, 000001, 000000, 000000, 000000, 000000, 000013, 000028, 000000, 000000, 000007, 000000, 000018
ירושלים, 003000, 0469.0, 000553, 000338, 000002, 000336, 000054, 000001, 000000, 000000, 000000, 000000, 000005, 000006, 000000, 000001, 000034, 000000, 000007, 000085, 000037, 000000, 000000, 000004, 000000, 000000, 000000, 000045, 000000, 000000, 000000, 000000, 000000, 000021, 000017, 000001, 000000, 000005, 000001, 000012
ירושלים, 003000, 0470.0, 000720, 000361, 000009, 000352, 000014, 000002, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000043, 000002, 000002, 000155, 000007, 000001, 000000, 000013, 000000, 000000, 000001, 000021, 000005, 000000, 000000, 000006, 000001, 000004, 000009, 000001, 000001, 000003, 000000, 000059
ירושלים, 003000, 0471.0, 000675, 000404, 000001, 000403, 000042, 000004, 000000, 000000, 000000, 000000, 000006, 000007, 000000, 000000, 000073, 000000, 000000, 000111, 000035, 000001, 000000, 000008, 000000, 000001, 000001, 000021, 000001, 000000, 000000, 000001, 000000, 000020, 000012, 000000, 000001, 000002, 000001, 000055
ירושלים, 003000, 0472.0, 000680, 000426, 000004, 000422, 000053, 000003, 000001, 000000, 000000, 000000, 000007, 000006, 000000, 000000, 000066, 000000, 000008, 000084, 000081, 000000, 000000, 000004, 000000, 000000, 000000, 000046, 000000, 000000, 000000, 000000, 000000, 000020, 000021, 000000, 000000, 000002, 000001, 000019
ירושלים, 003000, 0473.0, 000712, 000428, 000005, 000423, 000048, 000004, 000000, 000000, 000000, 000000, 000007, 000001, 000000, 000000, 000081, 000002, 000004, 000086, 000045, 000000, 000000, 000008, 000001, 000000, 000000, 000056, 000000, 000000, 000000, 000000, 000000, 000015, 000019, 000000, 000002, 000002, 000001, 000041
ירושלים, 003000, 0474.0, 000540, 000321, 000002, 000319, 000045, 000001, 000001, 000000, 000000, 000000, 000004, 000001, 000000, 000000, 000029, 000000, 000007, 000076, 000071, 000000, 000000, 000005, 000000, 000000, 000001, 000032, 000003, 000000, 000000, 000001, 000000, 000014, 000014, 000002, 000001, 000001, 000002, 000008
ירושלים, 003000, 0475.0, 000330, 000158, 000000, 000158, 000020, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000013, 000000, 000000, 000043, 000030, 000000, 000000, 000001, 000000, 000000, 000000, 000015, 000000, 000000, 000000, 000000, 000000, 000007, 000012, 000000, 000000, 000000, 000000, 000017
ירושלים, 003000, 0476.0, 000557, 000241, 000003, 000238, 000025, 000003, 000001, 000000, 000000, 000000, 000001, 000009, 000000, 000001, 000042, 000000, 000002, 000063, 000030, 000000, 000000, 000008, 000000, 000000, 000000, 000023, 000000, 000000, 000000, 000000, 000000, 000007, 000008, 000000, 000001, 000000, 000000, 000014
ירושלים, 003000, 0477.0, 000706, 000411, 000002, 000409, 000049, 000005, 000002, 000000, 000002, 000000, 000005, 000002, 000000, 000001, 000074, 000000, 000005, 000117, 000031, 000000, 000000, 000008, 000000, 000000, 000000, 000040, 000003, 000000, 000000, 000000, 000000, 000010, 000017, 000001, 000000, 000011, 000001, 000025
ירושלים, 003000, 0478.0, 000552, 000289, 000002, 000287, 000025, 000002, 000000, 000000, 000001, 000001, 000005, 000001, 000000, 000000, 000059, 000000, 000003, 000097, 000008, 000000, 000000, 000014, 000000, 000001, 000000, 000022, 000004, 000000, 000000, 000000, 000000, 000003, 000008, 000001, 000001, 000003, 000000, 000028
ירושלים, 003000, 0479.0, 000402, 000195, 000004, 000191, 000017, 000023, 000008, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000023, 000000, 000001, 000056, 000005, 000000, 000000, 000010, 000000, 000006, 000001, 000008, 000004, 000000, 000000, 000000, 000000, 000005, 000001, 000000, 000001, 000002, 000000, 000018
ירושלים, 003000, 0480.0, 000662, 000380, 000003, 000377, 000059, 000001, 000000, 000000, 000000, 000000, 000000, 000005, 000000, 000000, 000040, 000000, 000004, 000099, 000065, 000000, 000000, 000005, 000000, 000000, 000000, 000057, 000000, 000000, 000000, 000000, 000000, 000012, 000014, 000000, 000000, 000002, 000000, 000014
ירושלים, 003000, 0481.0, 000630, 000405, 000002, 000403, 000052, 000002, 000000, 000000, 000000, 000000, 000002, 000001, 000000, 000001, 000055, 000000, 000005, 000110, 000039, 000000, 000000, 000015, 000000, 000000, 000000, 000046, 000002, 000000, 000000, 000000, 000000, 000021, 000020, 000000, 000002, 000002, 000000, 000028
ירושלים, 003000, 0482.0, 000603, 000343, 000000, 000343, 000061, 000003, 000001, 000000, 000000, 000000, 000005, 000006, 000000, 000002, 000042, 000000, 000004, 000074, 000050, 000000, 000000, 000004, 000000, 000000, 000000, 000048, 000000, 000000, 000000, 000000, 000000, 000020, 000014, 000000, 000000, 000002, 000000, 000007
ירושלים, 003000, 0483.0, 000524, 000289, 000003, 000286, 000035, 000003, 000002, 000000, 000000, 000000, 000005, 000000, 000000, 000000, 000037, 000000, 000000, 000079, 000035, 000000, 000000, 000003, 000000, 000000, 000000, 000040, 000000, 000001, 000000, 000000, 000000, 000016, 000011, 000000, 000001, 000000, 000002, 000016
ירושלים, 003000, 0484.0, 000662, 000475, 000005, 000470, 000063, 000002, 000001, 000000, 000000, 000000, 000004, 000008, 000000, 000001, 000040, 000000, 000012, 000116, 000048, 000000, 000000, 000010, 000000, 000000, 000000, 000086, 000003, 000000, 000000, 000000, 000000, 000023, 000028, 000000, 000000, 000003, 000001, 000021
ירושלים, 003000, 0485.0, 000476, 000348, 000004, 000344, 000024, 000001, 000001, 000000, 000000, 000000, 000007, 000000, 000000, 000001, 000047, 000000, 000005, 000124, 000037, 000000, 000000, 000001, 000000, 000000, 000000, 000056, 000002, 000000, 000000, 000000, 000000, 000004, 000016, 000000, 000000, 000001, 000001, 000016
ירושלים, 003000, 0486.0, 000676, 000389, 000010, 000379, 000024, 000003, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000002, 000044, 000002, 000002, 000185, 000005, 000000, 000000, 000009, 000000, 000000, 000001, 000017, 000007, 000000, 000000, 000003, 000000, 000007, 000007, 000000, 000000, 000006, 000001, 000053
ירושלים, 003000, 0487.0, 000573, 000351, 000002, 000349, 000053, 000007, 000002, 000000, 000000, 000000, 000004, 000002, 000000, 000001, 000034, 000000, 000008, 000075, 000041, 000000, 000000, 000005, 000000, 000000, 000000, 000065, 000000, 000000, 000000, 000001, 000000, 000014, 000021, 000000, 000001, 000003, 000000, 000012
ירושלים, 003000, 0488.0, 000533, 000361, 000037, 000324, 000008, 000007, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000003, 000003, 000010, 000001, 000252, 000005, 000000, 000000, 000004, 000002, 000000, 000000, 000009, 000000, 000002, 000000, 000001, 000001, 000000, 000002, 000002, 000000, 000003, 000003, 000005
ירושלים, 003000, 0489.0, 000384, 000177, 000004, 000173, 000000, 000007, 000083, 000000, 000001, 000000, 000023, 000000, 000000, 000000, 000000, 000000, 000000, 000003, 000002, 000000, 000000, 000000, 000000, 000049, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000001, 000001, 000000, 000000, 000000, 000002, 000000
ירושלים, 003000, 0490.0, 000682, 000414, 000001, 000413, 000074, 000001, 000001, 000000, 000000, 000000, 000002, 000001, 000000, 000000, 000058, 000000, 000006, 000093, 000069, 000000, 000000, 000005, 000000, 000000, 000000, 000044, 000000, 000000, 000000, 000000, 000000, 000014, 000022, 000000, 000004, 000003, 000000, 000016
ירושלים, 003000, 0491.0, 000391, 000237, 000002, 000235, 000027, 000000, 000000, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000044, 000000, 000006, 000071, 000012, 000000, 000000, 000011, 000000, 000000, 000000, 000022, 000003, 000000, 000000, 000000, 000000, 000009, 000003, 000000, 000002, 000001, 000000, 000022
ירושלים, 003000, 0496.0, 000340, 000113, 000004, 000109, 000005, 000003, 000045, 000000, 000000, 000000, 000006, 000000, 000000, 000000, 000001, 000000, 000002, 000003, 000002, 000000, 000000, 000000, 000000, 000040, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000000, 000000
ירושלים, 003000, 0498.0, 000563, 000434, 000001, 000433, 000000, 000285, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000013, 000000, 000000, 000007, 000000, 000000, 000000, 000012, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000114
ירושלים, 003000, 0499.0, 000373, 000277, 000001, 000276, 000000, 000229, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000038
ירושלים, 003000, 0500.0, 000635, 000464, 000003, 000461, 000002, 000167, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000122, 000000, 000005, 000036, 000003, 000000, 000000, 000039, 000000, 000002, 000000, 000008, 000005, 000000, 000000, 000000, 000000, 000004, 000008, 000000, 000000, 000000, 000001, 000059
ירושלים, 003000, 0504.0, 000518, 000194, 000003, 000191, 000019, 000007, 000009, 000000, 000000, 000000, 000009, 000001, 000000, 000000, 000043, 000000, 000009, 000031, 000006, 000000, 000000, 000010, 000000, 000007, 000000, 000010, 000000, 000000, 000000, 000000, 000003, 000003, 000009, 000001, 000002, 000002, 000001, 000009
ירושלים, 003000, 0505.0, 000411, 000170, 000003, 000167, 000015, 000009, 000004, 000000, 000000, 000000, 000011, 000000, 000000, 000000, 000038, 000000, 000008, 000018, 000024, 000000, 000001, 000005, 000000, 000004, 000000, 000003, 000000, 000000, 000000, 000000, 000001, 000001, 000009, 000001, 000002, 000001, 000002, 000010
ירושלים, 003000, 0506.0, 000661, 000391, 000006, 000385, 000004, 000117, 000000, 000001, 000001, 000000, 000000, 000001, 000000, 000000, 000078, 000000, 000002, 000054, 000008, 000000, 000000, 000054, 000000, 000000, 000000, 000002, 000005, 000001, 000000, 000000, 000000, 000003, 000001, 000000, 000000, 000001, 000001, 000051
ירושלים, 003000, 0507.0, 000712, 000433, 000003, 000430, 000003, 000116, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000148, 000000, 000001, 000047, 000003, 000000, 000000, 000043, 000000, 000001, 000000, 000004, 000007, 000000, 000000, 000000, 000000, 000008, 000003, 000000, 000000, 000001, 000001, 000043
ירושלים, 003000, 0512.0, 000099, 000019, 000000, 000019, 000001, 000000, 000002, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000002, 000000, 000001, 000003, 000001, 000000, 000000, 000000, 000000, 000003, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000000
ירושלים, 003000, 0521.0, 000481, 000083, 000000, 000083, 000012, 000000, 000000, 000000, 000000, 000000, 000004, 000002, 000000, 000000, 000012, 000000, 000000, 000021, 000014, 000000, 000000, 000003, 000000, 000000, 000000, 000005, 000000, 000000, 000000, 000000, 000000, 000001, 000005, 000000, 000000, 000002, 000001, 000001
ירושלים, 003000, 0530.0, 000700, 000442, 000002, 000440, 000070, 000008, 000005, 000000, 000000, 000000, 000007, 000006, 000000, 000000, 000045, 000002, 000008, 000106, 000054, 000000, 000000, 000012, 000000, 000002, 000000, 000061, 000000, 000000, 000000, 000000, 000000, 000007, 000023, 000000, 000001, 000007, 000001, 000015
ירושלים, 003000, 0539.0, 000757, 000258, 000001, 000257, 000014, 000005, 000009, 000000, 000000, 000000, 000007, 000000, 000000, 000000, 000136, 000000, 000003, 000021, 000010, 000000, 000000, 000022, 000000, 000012, 000000, 000001, 000000, 000000, 000000, 000001, 000000, 000001, 000003, 000000, 000006, 000001, 000000, 000005
ירושלים, 003000, 0547.0, 000483, 000073, 000005, 000068, 000002, 000000, 000004, 000000, 000000, 000000, 000003, 000000, 000000, 000000, 000006, 000000, 000001, 000020, 000007, 000001, 000000, 000008, 000000, 000009, 000000, 000003, 000000, 000000, 000000, 000001, 000000, 000000, 000002, 000000, 000000, 000000, 000000, 000001
ירושלים, 003000, 0550.0, 000569, 000377, 000004, 000373, 000005, 000191, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000033, 000000, 000001, 000052, 000005, 000000, 000000, 000011, 000000, 000000, 000000, 000011, 000005, 000000, 000000, 000000, 000000, 000006, 000003, 000000, 000000, 000000, 000001, 000048
ירושלים, 003000, 0551.0, 000563, 000365, 000002, 000363, 000020, 000053, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000055, 000000, 000006, 000085, 000011, 000000, 000000, 000018, 000000, 000000, 000000, 000016, 000004, 000000, 000000, 000000, 000000, 000012, 000010, 000000, 000000, 000002, 000000, 000069
ירושלים, 003000, 0552.0, 000551, 000313, 000004, 000309, 000012, 000101, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000001, 000024, 000000, 000004, 000038, 000004, 000000, 000000, 000018, 000000, 000000, 000000, 000013, 000002, 000000, 000000, 000000, 000000, 000006, 000005, 000000, 000000, 000000, 000000, 000080
ירושלים, 003000, 0553.0, 000577, 000334, 000004, 000330, 000013, 000194, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000018, 000000, 000001, 000025, 000004, 000000, 000000, 000010, 000000, 000000, 000000, 000005, 000000, 000000, 000000, 000000, 000000, 000002, 000001, 000000, 000000, 000000, 000000, 000057
ירושלים, 003000, 0554.0, 000488, 000376, 000002, 000374, 000000, 000299, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000003, 000000, 000000, 000000, 000009, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000059
ירושלים, 003000, 0555.0, 000613, 000414, 000001, 000413, 000007, 000215, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000001, 000045, 000000, 000001, 000031, 000002, 000000, 000000, 000017, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000000, 000000, 000007, 000004, 000000, 000000, 000000, 000001, 000077
ירושלים, 003000, 0556.0, 000565, 000349, 000003, 000346, 000020, 000105, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000047, 000000, 000007, 000046, 000013, 000002, 000000, 000015, 000000, 000000, 000000, 000014, 000000, 000000, 000000, 000000, 000000, 000011, 000005, 000000, 000000, 000001, 000000, 000060
ירושלים, 003000, 0557.0, 000741, 000535, 000004, 000531, 000007, 000228, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000034, 000000, 000000, 000035, 000001, 000000, 000000, 000022, 000000, 000000, 000000, 000005, 000007, 000000, 000000, 000000, 000000, 000004, 000004, 000000, 000000, 000000, 000000, 000184
ירושלים, 003000, 0558.0, 000698, 000542, 000002, 000540, 000011, 000176, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000037, 000000, 000005, 000057, 000003, 000000, 000000, 000015, 000000, 000000, 000001, 000014, 000011, 000000, 000000, 000000, 000000, 000005, 000001, 000000, 000000, 000001, 000000, 000202
ירושלים, 003000, 0559.0, 000656, 000480, 000003, 000477, 000001, 000411, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000005, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000054
ירושלים, 003000, 0560.0, 000633, 000460, 000005, 000455, 000087, 000010, 000007, 000000, 000001, 000000, 000004, 000000, 000000, 000000, 000020, 000000, 000012, 000082, 000073, 000000, 000000, 000005, 000000, 000005, 000000, 000084, 000001, 000000, 000000, 000000, 000000, 000016, 000026, 000000, 000001, 000008, 000001, 000012
ירושלים, 003000, 0561.0, 000705, 000401, 000002, 000399, 000065, 000033, 000004, 000000, 000001, 000000, 000007, 000004, 000000, 000000, 000019, 000004, 000003, 000092, 000054, 000001, 000000, 000008, 000000, 000002, 000000, 000048, 000003, 000000, 000000, 000000, 000000, 000008, 000010, 000000, 000001, 000003, 000000, 000029
